community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Rogers Park,"Rogers Park has a median income of $57,591, with 44.8% of households earning less than $50,000 annually. This suggests many residents have limited disposable income and would be sensitive to increased transportation costs.","Given the income distribution and cost of living in Chicago, many residents likely have modest discretionary spending capacity. Higher sales taxes would notably impact household budgets, especially for lower-income residents who comprise a significant portion of the population.","The community has high transit usage (28.1%) and low car ownership (37.2% have no vehicle). The area is served by CTA Red Line and multiple bus routes. Many residents depend on public transit for mobility, making transit service quality and affordability crucial.",1. Prioritized policies that maintain low transit fares given high transit dependency and income constraints. 2. Favored moderate driving fees to improve transit service without excessive burden. 3. Preferred lower sales tax rates to protect discretionary spending. 4. Balanced travel time improvements with cost impacts. 5. Considered high proportion of car-free households and transit commuters.,"[10, 1, 9, 4, 13]",10,1,9,4,13
West Ridge,"Mixed income levels with median household income of $68,091. 37.4% households earn less than $50,000, while 32.5% earn over $100,000. Per capita income is $32,132, suggesting moderate disposable income overall.","Given the income distribution and household sizes (average 2.9 people), many families likely have limited discretionary spending. Higher taxes and fees would impact the 37.4% lower-income households more significantly.","59.2% drive alone and 10% carpool, while 12.5% use transit. 13.3% have no vehicle, making transit essential. Good mix of transportation needs with 86.6% having at least one vehicle but significant transit dependency.",1. Prioritize lower sales tax (0.5%) to protect discretionary spending for mixed-income population. 2. Moderate transit fares ($1.25) to balance transit ANONYMOUS
Uptown,"Mixed income levels with 38.6% earning under $50k and 31% earning over $100k. Median income of $66,871 suggests moderate disposable income, but significant income disparity exists","Given the high percentage of lower-income households (23.2% under $25k), many residents are sensitive to additional taxes and fees. Higher-income households have more flexibility in transportation choices",Strong transit usage (34.9% commute by transit) and high percentage of car-free households (42.1%). Good transit access with multiple bus and rail options. Only 32.5% drive alone to work,"1. Prioritize lower transit fares due to high transit dependency and lower-income population
2. Moderate tax rates to balance service improvements with cost burden
3. Support driving fees to improve transit service without directly impacting transit users
4. Focus on proposals that reduce transit travel time
5. Consider high percentage of no-car households means many won't pay driving fees","[11, 20, 19, 10, 2]",11,20,19,10,2
Lincoln Square,"Lincoln Square has a relatively high median income of $90,569, with 45.2% of households earning over $100,000. However, there's income diversity with 25.7% earning under $50,000, suggesting varying levels of disposable income across the community","Given the income distribution and cost of living in Chicago, most residents have moderate to high discretionary spending power. The higher-income households can better absorb increased transportation costs, while lower-income households would be more sensitive to fare and tax changes","The community shows diverse transportation usage: 26% use transit, 39.1% drive alone, and 21.6% have no vehicle. Good mix of transit and driving accessibility, with 74.5% of households having at least one car","1. Prioritized balanced policies that maintain transit affordability while improving service, given significant transit usage. 2. Considered impact of sales tax on discretionary spending, favoring moderate tax rates. 3. Supported modest driving fees to reduce congestion and fund transit, as most households can afford it. 4. Weighted travel time improvements for both transit and car users, given mixed mode usage. 5. Factored in equity for lower-income residents who depend more on transit","[13, 14, 22, 4, 10]",13,14,22,4,10
North Center,"North Center is an affluent area with median income of $148,585 and 67.4% of households earning over $100,000. This suggests residents have significant disposable income and can generally afford higher transportation costs","With high incomes, residents likely have substantial discretionary spending. A sales tax increase would impact this but would be relatively manageable given the wealth level. Annual consumption is likely high, making sales tax a notable consideration",The area has good transportation options with 87.4% of households having at least one vehicle. 38.6% drive alone while 20% use transit. This suggests both modes are important but driving slightly preferred. 29.2% work from home which reduces daily commute impacts,"1. Given high incomes, prioritize time savings over cost savings. 2. Consider balance between driving and transit since both are significantly used. 3. Higher sales tax is acceptable if it improves service. 4. Moderate driving fees can help fund transit without excessive burden. 5. Selected proposals that reduce travel times while keeping costs reasonable for both modes","[23, 14, 5, 20, 11]",23,14,5,20,11
Lake View,"Lake View is a relatively affluent area with median income of $100,625 and 50.2% of households making over $100,000. This suggests residents have higher disposable income and can better absorb transportation costs compared to other areas.","With high per capita income ($87,044), residents likely have significant discretionary spending. The 1-1.5% sales tax impact would be notable given higher consumption levels, but not severely restrictive for most residents.","The area has excellent transit access with 36.9% using transit for commuting. 39.6% of households don't own vehicles, indicating strong transit dependency. However, 24.8% drive alone, suggesting need to balance both modes.","1. Given high transit usage and car-free households, prioritized proposals that improve transit times while keeping fares moderate. 2. Higher driving fees acceptable given affluence and lower car ownership. 3. Moderate sales tax preferred to balance revenue needs with consumption impact. 4. Proposals 14, 11, and 23 offer best transit time improvements. 5. Proposals 13 and 20 provide good balance of costs and benefits for both modes.","[14, 11, 23, 13, 20]",14,11,23,13,20
Lincoln Park,"Lincoln Park is an affluent area with median household income of $134,277 and 61.3% of households earning over $100,000. This suggests residents have significant disposable income and can generally afford higher transportation costs","With high per capita income ($109,538), residents likely have substantial discretionary spending. The impact of sales tax increases (0.5-1.5%) would be noticeable but not severely burdensome given the wealth levels","The area has high transit usage (33.4%) and low car dependency (32.3% no vehicle, 47.8% one vehicle). Good mix of transportation options with significant walk/bike share (9.3%). Many residents use multiple modes of transport","1. Prioritized policies that improve transit times while keeping fares moderate, given high transit usage. 2. Moderate driving fees acceptable as many residents don't own cars. 3. Higher sales tax tolerable given high incomes. 4. Balanced approach favoring proposals that reduce both transit and driving times. 5. Considered that many residents use multiple modes and would benefit from system-wide improvements","[23, 14, 20, 11, 4]",23,14,20,11,4
Near North Side,"High disposable income with median household income of $121,562 and 58.8% of households making over $100,000. This suggests residents can generally absorb higher transportation costs and taxes",High discretionary spending capacity given the affluent population. The 1.5% tax would impact larger purchases but is manageable for most residents given their income levels,"Excellent multi-modal accessibility with 45.6% no-car households, high transit usage (18.9%), and significant walk/bike share (27.6%). Area has good transit infrastructure and walkability",1. Prioritized policies that improve transit times while maintaining reasonable fares given high transit usage. 2. Higher driving fees acceptable as most residents can afford it and it will reduce congestion. 3. Higher tax rates viable given high incomes. 4. Balanced approach favoring proposals that improve both transit and driving times. 5. Selected policies that encourage sustainable transportation while maintaining service quality,"[23, 26, 14, 20, 11]",23,26,14,20,11
Edison Park,"Edison Park is a relatively affluent community with median income of $120,024 and 59.4% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate transportation cost increases","With high per capita income ($57,872), residents likely have substantial discretionary spending. However, the 22.6% of households earning under $50,000 need to be considered in policy impacts","The area is heavily car-dependent with 93.5% of households owning cars and 74.9% driving for commuting. Only 8.4% use transit, suggesting limited transit accessibility or preference for driving","1. Given high car ownership and usage, policies with moderate driving fees are acceptable if they improve traffic flow. 2. Higher sales tax is viable given high disposable incomes to fund transit improvements. 3. Moderate transit fares are acceptable since transit usage is low. 4. Prioritize policies that reduce car travel times given dominant driving mode. 5. Balance impact on lower-income households by avoiding highest combined costs","[14, 5, 23, 13, 4]",14,5,23,13,4
Norwood Park,"Norwood Park is relatively affluent with median household income of $107,122 and per capita income of $49,303. About 53.4% of households earn over $100,000 annually, suggesting significant disposable income","With higher incomes, residents have substantial discretionary spending power. The community can likely absorb moderate increases in transportation costs without severe impact on other consumption","71.1% drive alone to work, 7.3% use transit, and 92.3% of households own at least one vehicle. The area is car-dependent but has some transit access","1. Given high car dependency and income levels, policies with moderate driving fees are acceptable if they improve travel times. 2. Higher sales tax is tolerable given income levels if it improves service. 3. Moderate transit fares are acceptable since transit usage is lower. 4. Priority given to proposals that significantly reduce both car and transit travel times. 5. Selected proposals balance revenue generation for transit improvements while maintaining reasonable costs for majority car-using population","[23, 14, 5, 22, 13]",23,14,5,22,13
