community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Willowbrook,"Willowbrook has a moderate disposable income level, with residents having some flexibility in their spending but still being sensitive to significant increases in costs.","Residents in Willowbrook tend to have moderate discretionary consumption, with a focus on essential goods and services, and some spending on leisure and non-essential items.","Willowbrook has moderate accessibility to resources and services, with a reliance on both driving and public transit, though transit times are currently longer than driving times.","Given the moderate disposable income and discretionary consumption, it is important to balance cost increases with improvements in service. Lower transit fares and moderate driver fees can encourage transit use without overly burdening residents financially. A moderate sales tax is acceptable if it significantly improves transit service. Reducing travel times is a priority to improve accessibility. Therefore, proposals with lower fares, moderate driver fees, and reasonable sales taxes that result in reduced travel times are prioritized.","[1, 8, 3, 10, 19]",1,8,3,10,19
Greater Greenspoint,Greater Greenspoint has a relatively lower average disposable income compared to other Houston neighborhoods.,"Residents in Greater Greenspoint have limited discretionary spending, focusing primarily on essential goods and services.","The area has moderate access to public transit, but many residents rely on driving due to the spread-out nature of resources and services.","Given the lower disposable income, minimizing costs for both transit and driving is crucial. A lower fare and driving fee are prioritized to ensure affordability. The sales tax is considered, but a balance is needed to avoid excessive burden on residents. Proposals that reduce travel time are also favored to improve accessibility and efficiency. Therefore, options with lower fares and fees, moderate sales tax, and reduced travel times are prioritized.","[0, 7, 10, 2, 6]",0,7,10,2,6
Carverdale,"Carverdale has a moderate disposable income level, with many residents working in blue-collar jobs.","Residents in Carverdale have limited discretionary spending, focusing primarily on essential goods and services.","Carverdale has moderate accessibility to public transit, but many residents rely on personal vehicles due to the spread-out nature of the neighborhood.","Given the moderate disposable income and limited discretionary spending, it is crucial to minimize additional financial burdens on residents. Lower transit fares and driving fees are preferred to keep transportation affordable. A moderate sales tax is acceptable if it significantly improves transit services, as this could reduce reliance on personal vehicles and improve accessibility. The selected policies aim to balance cost savings with improved transit efficiency, considering the neighborhood's reliance on both transit and personal vehicles.","[1, 7, 10, 2, 11]",1,7,10,2,11
Fairbanks / Northwest Crossing,"The Fairbanks / Northwest Crossing neighborhood has a moderate level of disposable income, with many residents working in middle-income jobs.","Residents in this area have a balanced discretionary consumption pattern, spending on essentials and some non-essential goods and services.","The neighborhood has moderate accessibility to resources and services, with a reliance on both personal vehicles and public transit for commuting and daily activities.","Given the moderate disposable income, it is important to keep costs low for both transit and driving to avoid burdening residents financially. A lower transit fare and driving fee are preferred to maintain affordability. The sales tax should be moderate to ensure sufficient funding for transit improvements without significantly impacting discretionary spending. Reducing travel times for both transit and driving is also a priority to improve accessibility and convenience. Therefore, proposals with lower fares and fees, moderate sales tax, and reduced travel times are prioritized.","[1, 8, 3, 10, 19]",1,8,3,10,19
Greater Inwood,"Greater Inwood has a moderate level of disposable income, with a mix of middle-income households and some lower-income residents.","Residents in Greater Inwood have moderate discretionary spending, with a focus on essential goods and services, and some spending on leisure and non-essential items.","The neighborhood has moderate accessibility to resources and services, with a reliance on both personal vehicles and public transit, though transit times are relatively long.","Given the moderate disposable income, it is important to balance costs with benefits. Lower transit fares and moderate driver fees are preferred to encourage transit use without overly burdening drivers. A moderate sales tax is acceptable if it significantly improves transit times. The focus is on reducing travel times and costs for both transit users and drivers, while ensuring that the financial burden is manageable for residents.","[1, 8, 3, 10, 19]",1,8,3,10,19
Acres Home,"Acres Home has a relatively low median household income compared to other Houston neighborhoods, indicating limited disposable income.","Residents in Acres Home have limited discretionary spending, prioritizing essential goods and services.","Acres Home has moderate access to public transit, but many residents rely on personal vehicles due to limited transit options and longer travel times.","Given the limited disposable income and discretionary spending in Acres Home, policies with lower transit fares and driving fees are preferred to minimize financial burden. Additionally, reducing travel times is important to improve accessibility. Therefore, proposals with lower fares and fees, and moderate sales tax rates that improve transit times without significantly increasing costs, are prioritized. The top choices balance affordability with improved transit service and reduced travel times.","[0, 7, 10, 2, 1]",0,7,10,2,1
Hidden Valley,"Hidden Valley has a moderate to low disposable income, with many residents working in blue-collar jobs.","The community prioritizes essential spending, with limited discretionary consumption due to budget constraints.","Public transit is crucial for many residents, but current services are limited, making accessibility to jobs and services challenging.","Given the moderate to low disposable income, policies with lower fares and taxes are preferred to minimize financial strain. Improved transit times are also important to enhance accessibility. Therefore, proposals with lower fares and moderate driver fees, which improve transit times without significantly increasing costs, are prioritized. A balance between tax rates and service improvements is crucial to ensure affordability and better transit services.","[1, 7, 10, 19, 22]",1,7,10,19,22
Westbranch,"Westbranch has a moderate level of disposable income, with residents generally able to afford basic necessities but being cautious about additional expenses.","Residents in Westbranch tend to prioritize essential spending, with limited discretionary consumption due to moderate income levels.","Westbranch has moderate accessibility to resources and services, with a reliance on both driving and public transit, though transit times are currently longer.","Given the moderate disposable income, it is important to keep costs low for both transit and driving. Reducing transit fares and driving fees while maintaining or slightly increasing the sales tax can improve transit services without significantly impacting residents' budgets. The focus is on reducing travel times and costs to enhance accessibility and encourage transit use, which can alleviate congestion and improve overall quality of life. Therefore, proposals with lower fares and moderate driving fees, coupled with a reasonable sales tax, are prioritized.","[1, 8, 3, 10, 19]",1,8,3,10,19
Addicks / Park Ten,"The Addicks / Park Ten neighborhood has a moderate to high disposable income, with many residents employed in the energy sector and related industries.","Residents in this area have a relatively high level of discretionary consumption, often spending on leisure, dining, and travel.","The neighborhood has moderate accessibility to resources and services, with a reliance on both personal vehicles and transit options for commuting and daily activities.","Given the moderate to high disposable income, the community can handle a slight increase in sales tax if it significantly improves transit services. However, keeping transit fares low is crucial to encourage public transport use. A moderate driver fee is acceptable if it reduces congestion and improves transit times. Therefore, proposals with a balance of lower fares, moderate driver fees, and reasonable sales tax rates are prioritized. The top choices reflect a preference for improved transit times and reduced congestion, while maintaining affordability for transit users.","[1, 8, 3, 10, 19]",1,8,3,10,19
Spring Branch West,"Spring Branch West has a moderate level of disposable income, with a mix of middle-income families and some lower-income households.","The community has a balanced discretionary consumption pattern, with spending on essentials and some leisure activities.","Spring Branch West has moderate accessibility to resources and services, with a reliance on both personal vehicles and public transit for commuting and daily activities.","Given the moderate disposable income, it is important to keep costs low for both transit users and drivers. A lower transit fare and moderate driver fee can encourage public transit use without significantly impacting disposable income. A moderate sales tax is acceptable if it improves transit services, as better transit can reduce travel times and congestion. The selected policies aim to balance cost, accessibility, and service improvement, considering the community's reliance on both transit and driving.","[1, 7, 10, 19, 22]",1,7,10,19,22
Langwood,Langwood is a working-class neighborhood with relatively low to moderate disposable income levels.,"Residents in Langwood have limited discretionary spending, focusing primarily on essential goods and services.","Langwood has moderate access to public transit, but many residents rely on personal vehicles due to the limited reach and frequency of transit services.","Given the limited disposable income and discretionary spending in Langwood, it is crucial to minimize additional financial burdens on residents. Therefore, proposals with lower transit fares and driving fees are preferred to ensure affordability. Additionally, reducing travel times is important to improve accessibility and convenience. Balancing these factors, proposals with a moderate sales tax, lower fares, and reasonable driving fees that also offer reduced travel times are prioritized. This approach aims to enhance transit services without significantly impacting residents' financial stability.","[1, 8, 3, 10, 19]",1,8,3,10,19
Central Northwest,"The Central Northwest neighborhood has a moderate level of disposable income, with a mix of middle-income families and some lower-income households.","Residents in this area have moderate discretionary spending, with a focus on essential goods and services, and limited luxury spending.","The neighborhood has decent access to public transit, but many residents rely on driving due to the spread-out nature of services and employment opportunities.","Given the moderate disposable income, it is important to keep costs low for both transit users and drivers. A lower transit fare and moderate driver fee can encourage transit use without overly burdening drivers. A moderate sales tax is acceptable if it significantly improves transit times, as this can benefit both transit users and drivers by reducing congestion. The top-ranked proposals balance these factors by offering reduced travel times and costs, while maintaining a reasonable sales tax to support transit improvements.","[1, 8, 3, 10, 19]",1,8,3,10,19
Independence Heights,"Independence Heights has a moderate to low disposable income, with many residents relying on affordable transportation options.","The community has limited discretionary consumption, prioritizing essential goods and services over luxury items.","Public transit is a crucial mode of transportation for many residents, but current services are not as efficient, leading to longer travel times.","Given the moderate to low disposable income, policies with lower transit fares and moderate driver fees are preferred to minimize financial burden. A lower sales tax is also favored to maintain affordability in other areas of consumption. Improving transit times is crucial, so policies that significantly reduce transit travel time are prioritized. Balancing these factors, the top choices aim to enhance transit efficiency while keeping costs manageable for residents.","[1, 8, 3, 10, 19]",1,8,3,10,19
Lazybrook / Timbergrove,Lazybrook / Timbergrove is a middle to upper-middle-income neighborhood with relatively high disposable income levels.,"Residents in Lazybrook / Timbergrove have moderate to high discretionary spending, often prioritizing quality of life and convenience.","The neighborhood has decent access to public transit, but many residents rely on personal vehicles due to convenience and faster travel times.","Given the higher disposable income, residents can afford moderate increases in transit fares and driving fees if it results in significantly improved transit services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, while balancing costs. Proposals with moderate fares and fees, and lower sales tax rates, that offer significant reductions in travel times are prioritized.","[1, 3, 8, 11, 19]",1,3,8,11,19
Greater Heights,Greater Heights is a relatively affluent area with a higher than average disposable income compared to other Houston neighborhoods.,"Residents in Greater Heights have a higher level of discretionary consumption, often spending on dining, entertainment, and other lifestyle activities.","The neighborhood has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership, making both driving and public transit viable options.","Given the higher disposable income and discretionary spending, residents can afford moderate increases in transit fares and driving fees if it results in better services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, as well as improving transit services to encourage a shift from driving to transit, which can reduce congestion and emissions. Therefore, proposals with moderate fares and fees, and lower sales tax rates, that offer significant reductions in travel times are prioritized.","[1, 3, 8, 11, 17]",1,3,8,11,17
Memorial,Memorial is a relatively affluent area with higher than average disposable income levels.,"Residents in Memorial have significant discretionary spending, often on luxury goods, dining, and travel.","The area has good accessibility by car, but public transit options are less convenient, leading to a higher reliance on personal vehicles.","Given the higher disposable income, residents can afford moderate increases in transit fares and driving fees if it leads to improved services. However, a high sales tax could impact discretionary spending, which is a significant part of the community's lifestyle. Therefore, proposals with moderate sales tax and improved transit times are prioritized. The community values reduced travel times and is willing to pay slightly higher fares and fees for better services. Proposals that significantly reduce transit times and moderately increase costs are preferred, as they align with the community's ability to pay and desire for efficient transportation.","[17, 20, 23, 8, 11]",17,20,23,8,11
Eldridge / West Oaks,Eldridge / West Oaks is a relatively affluent area with a higher than average disposable income compared to other Houston neighborhoods.,"Residents in Eldridge / West Oaks have a higher level of discretionary consumption, often spending on luxury goods, dining, and leisure activities.","The neighborhood has moderate accessibility to resources and services, with a reliance on personal vehicles due to limited public transit options.","Given the higher disposable income, residents can afford slightly higher transit fares and driver fees if it results in significantly improved transit services and reduced travel times. The focus is on reducing travel time for both transit and driving, as well as improving transit services to encourage a shift from driving to transit, which can alleviate congestion. A moderate sales tax is acceptable if it leads to better transit infrastructure. Therefore, proposals with a balance of moderate taxes, reasonable fares, and driver fees that result in reduced travel times are prioritized.","[1, 3, 8, 11, 17]",1,3,8,11,17
Briar Forest,"Briar Forest is a middle to upper-middle-income neighborhood, with residents having a moderate to high level of disposable income.","Residents in Briar Forest have a relatively high level of discretionary consumption, often spending on dining, entertainment, and leisure activities.","Briar Forest has moderate accessibility to resources and services, with a reliance on both personal vehicles and public transit for commuting and daily activities.","Given the moderate to high disposable income, residents can afford a slight increase in transit fares and driving fees if it results in better transit services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, as well as improving transit services to encourage a shift from driving to transit, which can reduce congestion and emissions. Therefore, proposals with moderate fares and fees, and lower sales tax rates, that offer significant reductions in travel times are prioritized.","[1, 3, 5, 8, 11]",1,3,5,8,11
Westchase,"Westchase has a moderate to high disposable income level, with many residents employed in professional and managerial positions.","Residents in Westchase have a relatively high level of discretionary consumption, often spending on dining, entertainment, and retail.","Westchase has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership, making driving a common choice.","Given the moderate to high disposable income, Westchase residents can afford slightly higher transit fares and driver fees if it results in better services and reduced travel times. The community values efficient transportation options, so proposals that significantly reduce travel times for both transit and driving are prioritized. A balance between tax rates and service improvements is crucial, as residents are willing to pay more for better services but not at the expense of excessive tax burdens. Therefore, proposals with moderate sales tax, reduced travel times, and reasonable fare and fee structures are preferred.","[17, 20, 8, 11, 19]",17,20,8,11,19
Mid-West (formerly Woodlake/Briarmeadow),"The Mid-West neighborhood has a moderate to high disposable income, with many residents employed in professional sectors.","Residents in this area have a relatively high level of discretionary consumption, often spending on dining, entertainment, and retail.","The neighborhood has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership.","Given the moderate to high disposable income, residents can afford a slight increase in transit fares and driving fees if it results in better services and reduced travel times. The neighborhood's high car ownership suggests that reducing driving times is also a priority. Therefore, proposals that balance a moderate sales tax with reduced travel times and improved transit services are preferred. Proposals with a 1% sales tax are favored as they provide a balance between funding transit improvements and maintaining disposable income for other consumption. Lower transit fares and moderate driving fees are also prioritized to encourage transit use and reduce congestion.","[11, 10, 19, 13, 22]",11,10,19,13,22
Greater Uptown,Greater Uptown is a relatively affluent area with higher than average disposable income levels.,"Residents in Greater Uptown have significant discretionary spending, often on luxury goods, dining, and entertainment.","The area has good accessibility with a mix of transit options and a high rate of car ownership, but traffic congestion can be an issue.","Given the higher disposable income, residents can afford slightly higher transit fares and driver fees if it results in better services and reduced congestion. A moderate sales tax is acceptable to support transit improvements. The focus is on reducing travel times and improving transit efficiency, as many residents rely on both driving and public transit. Therefore, proposals that balance moderate costs with significant improvements in travel time and service quality are prioritized.","[17, 20, 23, 8, 11]",17,20,23,8,11
