community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Rogers Park,"Rogers Park has a median income of $57,591, with 44.8% of households earning less than $50,000 annually. This suggests many residents have limited disposable income and would be sensitive to increased transportation costs.","Given the income distribution and cost of living in Chicago, many residents likely have modest discretionary spending capacity. Higher sales taxes would impact their ability to purchase non-essential goods and services.","The community has high transit usage (28.1%) and low car ownership (37.2% have no vehicle). The area is served by CTA Red Line and multiple bus routes, making transit accessibility crucial. Many residents rely on public transportation for daily commuting.",1. Prioritized policies that keep transit fares low ($0.75) given high transit dependency and lower incomes. 2. Favored moderate driving fees ($0.50) to improve transit service without excessive burden. 3. Selected lower sales tax rates (0.5-1.0%) to protect discretionary spending. 4. Balanced travel time improvements with cost impacts. 5. Considered high proportion of car-free households and transit commuters.,"[1, 10, 19, 4, 13]",1,10,19,4,13
West Ridge,"Mixed income levels with median household income of $68,091. 37.4% households earn less than $50,000, while 32.5% earn over $100,000. Per capita income is $32,132, suggesting moderate disposable income overall.","Given the income distribution and household sizes (average 2.9 people), many families likely have limited discretionary spending. Higher taxes and fees would impact the 37.4% lower-income households more significantly.","59.2% drive alone and 10% carpool, while 12.5% use transit. 13.3% have no vehicle, making transit essential. Good mix of transportation needs with 86.6% having at least one vehicle but significant transit dependency.",1. Prioritize lower sales tax (0.5%) to protect discretionary spending for mixed-income population. 2. Moderate transit fares ($1.25) to balance transit ANONYMOUS
Uptown,"Mixed income levels with 38.6% earning under $50k and 31% earning over $100k. Median income of $66,871 suggests moderate disposable income, but significant income disparity exists","Given the high percentage of lower-income households (23.2% under $25k), many residents are sensitive to additional taxes and fees. Higher-income households have more flexibility with transportation costs",Strong transit usage (34.9% commute by transit) and high percentage of car-free households (42.1%). Good transit access with multiple bus and rail options. Only 32.5% drive alone to work,1. Prioritize lower transit fares due to high transit dependency and lower-income population. 2. Moderate tax rate to maintain service quality without overly burdening residents. 3. Support driving fees to improve transit service and reduce congestion. 4. Balance between travel time improvements and cost burden. 5. Consider high percentage of no-vehicle households,"[11, 10, 13, 19, 20]",11,10,13,19,20
Lincoln Square,"Lincoln Square has a relatively high median income of $90,569, with 45.2% of households earning over $100,000. However, there's income diversity with 25.7% earning under $50,000, suggesting varying levels of disposable income across the community","With a per capita income of $57,351, residents have moderate to high discretionary spending power. The higher-income households can better absorb increased transportation costs, but about a quarter of households may be more sensitive to cost increases","The community shows diverse transportation usage: 39.1% drive alone, 26% use transit, and 21.6% have no vehicle. Good mix of transit and driving accessibility, with 74.5% of households having at least one car","1. Prioritized balanced policies that maintain transit affordability while improving service, given the significant transit-dependent population. 2. Considered moderate driving fees to improve transit without overly burdening drivers, as 39.1% drive alone. 3. Favored lower sales tax options due to mixed income levels. 4. Selected policies that reduce transit travel times to benefit the 26% transit users. 5. Balanced the impact on both transit users and drivers given the mixed-mode usage in the community","[13, 4, 10, 1, 21]",13,4,10,1,21
North Center,"North Center is an affluent area with median income of $148,585 and 67.4% of households earning over $100,000. This suggests residents have significant disposable income and can generally afford higher transportation costs","With high incomes, residents likely have substantial discretionary spending. A sales tax increase would impact this spending, but the community could better absorb these costs compared to lower-income areas","The area has diverse transportation usage with 38.6% driving alone, 20% using transit, and 29.2% working from home. 87.4% of households own at least one vehicle, indicating good mobility options. The community would benefit from both improved driving and transit conditions","1. Prioritized proposals that balance moderate tax increases with improved transit service, given the mixed transit/driving usage. 2. Considered that higher-income residents can absorb increased costs. 3. Favored proposals with driving fees to reduce congestion, as many residents drive. 4. Selected options that significantly improve transit times to benefit the 20% transit users. 5. Chose proposals with moderate fare increases since affordability is less critical than service quality for this affluent area","[23, 14, 5, 20, 11]",23,14,5,20,11
Lake View,"Lake View is a relatively affluent area with median income of $100,625 and 50.2% of households making over $100,000. This suggests residents have higher disposable income and can better absorb transportation costs compared to other areas.","With high per capita income ($87,044), residents likely have significant discretionary spending. However, the high cost of living in Lake View means transportation costs still impact overall consumption patterns.","The area has excellent transit access with 36.9% using transit for commuting. 39.6% of households don't own vehicles, indicating strong transit dependency. The high percentage of car-free households suggests good existing transit infrastructure.",1. Prioritized policies that improve transit times given high transit usage (36.9%) and car-free households (39.6%). 2. Considered higher driving fees acceptable since only 27.6% drive regularly. 3. Moderate to higher tax rates are tolerable given high income levels. 4. Balanced fare increases against transit improvement benefits. 5. Selected policies that reduce car travel times to benefit the 46.6% with one vehicle.,"[23, 26, 14, 20, 11]",23,26,14,20,11
Lincoln Park,"Lincoln Park is an affluent area with median household income of $134,277 and 61.3% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($109,538), residents likely have substantial discretionary spending. A higher sales tax would impact this but may be tolerable given the wealth levels. Annual consumption is likely high, making sales tax impact notable","The area has high transit usage (33.4%) and low car dependency (32.3% no vehicle, 47.8% one vehicle). Good mix of transportation modes with significant walk/bike share (9.3%). This suggests strong transit infrastructure and multiple viable transportation options","1. Prioritized policies that improve transit times while keeping fares moderate, given high transit usage. 2. Considered that higher income levels can absorb some cost increases. 3. Moderate driving fees acceptable as many residents don't own cars. 4. Higher sales tax tolerable given income levels if it improves service. 5. Balanced time savings with cost impacts across modes given mixed transportation usage","[23, 14, 20, 11, 4]",23,14,20,11,4
Near North Side,"The Near North Side is a relatively wealthy area with median income of $121,562 and 58.8% of households making over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($118,674), residents likely have substantial discretionary spending. A higher sales tax would impact this spending, but the community can generally handle it better than lower-income areas","The area has excellent transit access and high walkability, reflected in low car ownership (45.6% no vehicle) and diverse travel modes (18.9% transit, 27.6% walk/bike). Many residents don't rely on cars for daily travel","1. Given high incomes and low car dependency, policies that improve transit service while discouraging driving align with community needs. 2. Higher driver fees are acceptable as fewer residents drive regularly. 3. Moderate transit fares are preferred to maintain accessibility. 4. Can accept higher sales tax given income levels. 5. Prioritized proposals that significantly reduce transit travel times while maintaining reasonable fares","[23, 14, 20, 11, 4]",23,14,20,11,4
Edison Park,"Edison Park is a relatively affluent community with median income of $120,024 and 59.4% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate transportation cost increases.","With high per capita income ($57,872), residents likely have substantial discretionary spending. A sales tax increase would affect this spending, but impact would be manageable given income levels.","Car-centric community with 93.5% of households owning at least one vehicle and 69.1% driving alone to work. Only 8.4% use transit, suggesting car-dependency but potential for transit growth with improved service.","1. Given high car ownership and usage, prioritize proposals with moderate driving fees to reduce congestion while maintaining reasonable car costs. 2. Higher sales tax is acceptable given income levels if it improves transit service. 3. Moderate transit fares preferred to balance service quality with accessibility. 4. Focus on proposals that reduce both car and transit travel times. 5. Consider proposals that could encourage more transit use while not overly burdening drivers.","[14, 23, 13, 22, 16]",14,23,13,22,16
Norwood Park,"Norwood Park is relatively affluent with median household income of $107,122 and per capita income of $49,303. About 53.4% of households earn over $100,000 annually, suggesting significant disposable income","With higher incomes, residents have substantial discretionary spending power. The community can likely absorb moderate increases in transportation costs without severe impact on other consumption","71.1% drive alone to work, 7.3% use transit, and 92.3% of households own at least one vehicle. The area is car-dependent but has some transit access","1. Given high car dependency and income levels, policies with moderate driving fees are acceptable if they improve travel times. 2. Higher sales tax is tolerable given income levels if it improves service. 3. Moderate transit fares are acceptable since transit usage is lower. 4. Priority given to proposals that significantly reduce both car and transit travel times. 5. Selected proposals balance revenue generation for transit improvements while maintaining reasonable costs for majority car-using population","[23, 14, 5, 22, 13]",23,14,5,22,13
