community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Willowbrook,"Willowbrook residents have relatively high disposable income with a median household income above Houston's average, characterized by middle to upper-middle class professionals working in healthcare and related sectors near the Willowbrook Mall area.","The area shows strong discretionary spending patterns with numerous retail establishments, restaurants, and entertainment venues centered around Willowbrook Mall, indicating residents have significant disposable income for non-essential purchases.","The area is primarily car-dependent with good highway access via SH-249 and FM-1960, limited bus service, and most residents rely on personal vehicles for commuting to major employment centers including the Texas Medical Center North and surrounding retail/commercial areas.","1) Given high car dependency and income levels, policies with moderate driving fees are acceptable if they improve transit times 2) Higher sales tax is less impactful due to higher disposable incomes 3) Lower transit fares are preferred to encourage occasional transit use 4) Moderate driving fees can help fund transit improvements without severely impacting car-dependent lifestyle 5) Balance needed between maintaining efficient car travel times while gradually improving transit options","[17, 8, 1, 20, 11]",17,8,1,20,11
Greater Greenspoint,"Greater Greenspoint has a relatively low median household income of around $33,000, with approximately 30% of residents living below the poverty line, indicating limited disposable income for transportation costs.","Given the low income levels and high poverty rate, residents have minimal discretionary spending capacity and are particularly sensitive to additional taxes and transportation costs.","The area has moderate transit service with bus routes but many residents rely on personal vehicles, with about 75% of households owning at least one car, though transit dependency is higher than city average.",1) Prioritized proposals with lower transit fares ($0.75) to support transit-dependent residents 2) Favored lower sales tax rates (0.5-1.0%) to minimize impact on limited discretionary income 3) Considered moderate driving fees ($0.50) to improve transit service without overly burdening car-dependent households 4) Balanced travel time improvements with cost impacts 5) Selected proposals that provide best combined benefits for both transit and car users given the mixed-mode nature of the community,"[7, 0, 8, 10, 16]",7,0,8,10,16
Carverdale,"Carverdale has a relatively low median household income around $35,000, with many residents working in industrial and service sectors, indicating limited disposable income.","Given the low income levels, residents have minimal discretionary spending capacity and are particularly sensitive to additional taxes and transportation costs.","The area has limited public transit access with longer transit times, while most residents rely on personal vehicles for commuting to work in nearby industrial areas and accessing services.","1) Prioritized policies with lower sales tax (0.5%) due to limited disposable income, 2) Favored lower transit fares ($0.75) to make public transit more accessible, 3) Accepted moderate driving fees ($0.50) as compromise to improve transit service while not overly burdening car-dependent residents, 4) Sought balance between reduced travel times and cost impacts, 5) Considered that many residents must drive for work but would benefit from having affordable transit options","[0, 2, 7, 10, 16]",0,2,7,10,16
Fairbanks / Northwest Crossing,"The neighborhood has a median household income of around $45,000, which is below Houston's median, indicating residents are price-sensitive to transportation costs.","With modest income levels and higher cost of living concerns, residents have limited discretionary spending capacity and are sensitive to both sales tax increases and transportation fees.","The area has moderate transit access with some bus routes but is largely car-dependent, with most residents relying on personal vehicles for commuting and daily trips.",1) Prioritized policies with lower sales tax (0.5%) to minimize impact on overall purchasing power 2) Favored moderate transit fares ($0.75-$1.25) to keep transit affordable while maintaining service quality 3) Considered moderate driving fees ($0.50) to help fund transit without overly burdening car-dependent residents 4) Balanced travel time improvements against cost increases 5) Selected proposals that offer meaningful transit time improvements while keeping combined costs manageable for lower-income residents,"[0, 2, 7, 10, 16]",0,2,7,10,16
Greater Inwood,"Greater Inwood has a median household income of around $45,000, which is lower than Houston's average, indicating residents are more sensitive to transportation costs.","With modest income levels and higher poverty rates than city average, residents have limited discretionary spending capacity and are price-sensitive to both transit fares and sales taxes.","The area has moderate transit access with some bus routes but is largely car-dependent, with about 80% of residents commuting by car and facing significant travel times to employment centers.","1) Prioritized lower transit fares and moderate sales tax to help lower-income residents who rely on transit. 2) Selected policies with moderate driving fees to improve transit service while not overly burdening car-dependent residents. 3) Balanced travel time improvements with cost impacts, favoring proposals that reduce transit travel times without excessive fees. 4) Considered that many residents make multiple trips per day, so per-trip costs significantly impact household budgets. 5) Chose proposals that provide meaningful transit improvements while keeping combined tax/fee burden manageable for working families.","[7, 8, 16, 0, 1]",7,8,16,0,1
Acres Home,"Acres Home has a median household income of approximately $35,000, which is significantly lower than Houston's average, indicating limited disposable income for transportation costs.","With a high poverty rate of around 25% and many households being cost-burdened by housing expenses, residents have very limited discretionary spending capacity.","The area has moderate bus service but limited rail access, with many residents dependent on personal vehicles despite the financial burden, and approximately 20% of households lacking vehicle access.",1) Prioritized policies with lower transit fares ($0.75) to support transit-dependent residents and those with limited incomes. 2) Favored lower sales tax rates (0.5-1.0%) to minimize impact on household budgets. 3) Supported moderate driving fees ($0.50) to improve transit service without overly burdening car-dependent residents. 4) Considered travel time improvements for both transit and car users. 5) Selected policies that balance accessibility improvements with affordability for this lower-income community.,"[7, 0, 8, 16, 10]",7,0,8,16,10
Hidden Valley,"Hidden Valley residents have moderate to low disposable income with median household income below Houston average, making them sensitive to transportation costs.",Limited discretionary spending capacity means residents need to carefully balance transportation costs with other essential expenses.,"The neighborhood has moderate transit access but high car dependency, with most residents relying on personal vehicles for commuting and daily trips.",1. Prioritized lower tax rates (0.5-1.0%) to preserve disposable income given economic constraints. 2. Favored moderate driving fees ($0.50) to improve transit without excessive burden on drivers. 3. Selected lower transit fares ($0.75-$1.25) to keep transit affordable. 4. Balanced travel time improvements with cost impacts. 5. Considered proposals that provide meaningful transit improvements while minimizing financial burden on residents.,"[7, 0, 10, 2, 3]",7,0,10,2,3
Westbranch,"Westbranch is a middle-income neighborhood with median household income around $45,000, indicating moderate sensitivity to transportation costs and taxes.","Residents have modest discretionary spending capacity, with typical household retail spending around $20,000 annually, making them somewhat sensitive to sales tax changes.","The neighborhood has good road access but limited transit service, with about 70% of residents commuting by car and 20% by transit, suggesting a need to balance driving and transit improvements.","1) Prioritized proposals with moderate tax rates (1%) to balance revenue needs with household budgets, 2) Favored lower transit fares ($0.75-$1.25) to support transit-dependent residents while maintaining service quality, 3) Supported moderate driving fees ($0.50) to reduce congestion without overly burdening car-dependent residents, 4) Considered travel time improvements for both modes given mixed transportation needs, 5) Selected proposals that provide good transit service while keeping overall costs manageable for middle-income households","[7, 10, 8, 16, 19]",7,10,8,16,19
Addicks / Park Ten,"Addicks / Park Ten residents have relatively high disposable income with a median household income above $100,000, indicating greater ability to absorb transportation costs.",The area's affluent population has significant discretionary spending capacity and tends to prioritize convenience and time savings over cost savings.,"The area is heavily car-dependent with limited transit access, featuring major employment centers and retail along I-10 corridor where most residents rely on personal vehicles.","1) Given high car dependency and income levels, policies that reduce car travel time are priority. 2) Higher driver fees are acceptable as they reduce congestion and residents can afford them. 3) Lower transit fares less important since transit usage is low. 4) Moderate sales tax preferred to maintain services without excessive burden. 5) Selected policies balance car travel time reduction with reasonable fees and taxes.","[8, 11, 17, 20, 14]",8,11,17,20,14
Spring Branch West,"Spring Branch West has a median household income of around $55,000, placing it in the middle-income range for Houston, with about 15% of residents below poverty level.","Residents have moderate discretionary spending capacity but are price-sensitive to additional taxes and fees, with significant portions of income already going to housing and transportation costs.","The area is primarily car-dependent with limited transit options, featuring several major thoroughfares like I-10 and Beltway 8, while bus service is available but with longer travel times.",1) Prioritized policies with lower sales tax (0.5-1.0%) to protect discretionary spending power 2) Favored moderate driving fees ($0.50) to improve transit without overly burdening car-dependent residents 3) Selected proposals with lower transit fares ($0.75-$1.25) to make transit more accessible 4) Balanced travel time improvements with cost impacts 5) Considered the car-dependent nature of the neighborhood while supporting gradual transit improvements,"[7, 0, 10, 2, 3]",7,0,10,2,3
