community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Rogers Park,"Rogers Park has a median income of $57,591, with 44.8% of households earning less than $50,000 annually. This suggests many residents have limited disposable income and would be sensitive to increased transportation costs.","Given the income distribution and cost of living in Chicago, many residents likely have modest discretionary spending capacity. Higher sales taxes would notably impact household budgets, especially for lower-income residents who comprise a significant portion of the population.","The community has high transit usage (28.1%) and low car ownership (37.2% have no vehicle). The area is served by CTA Red Line and multiple bus routes. Many residents depend on public transit for mobility, making transit service quality and affordability crucial.",1. Prioritized policies that maintain low transit fares given high transit dependency and income constraints. 2. Favored moderate driving fees to improve transit service without excessive burden. 3. Preferred lower sales tax rates to protect discretionary spending. 4. Balanced travel time improvements with cost impacts. 5. Considered high proportion of car-free households and transit commuters.,"[10, 1, 9, 4, 13]",10,1,9,4,13
West Ridge,"Mixed income levels with median household income of $68,091. 37.4% households earn less than $50,000, while 32.5% earn over $100,000. Per capita income is $32,132, suggesting moderate disposable income overall.","Given the income distribution and household sizes (average 2.9 people), many families likely have limited discretionary spending. Higher taxes and fees would impact the 37.4% lower-income households more significantly.","59.2% drive alone and 10% carpool, while 12.5% use transit. 13.3% have no vehicle, making transit essential. Good mix of transportation needs with 86.6% having at least one vehicle but significant transit dependency.",1. Prioritize lower sales tax (0.5%) to protect discretionary spending for mixed-income population. 2. Moderate transit fares ($1.25) to balance transit ANONYMOUS
Uptown,"Mixed income levels with 38.6% earning under $50k and 31% earning over $100k. Median income of $66,871 suggests moderate disposable income, but significant income disparity exists","Given the high percentage of lower-income households (23.2% under $25k) and moderate median income, many residents would be sensitive to increased taxes and fees affecting discretionary spending","Strong transit orientation with 34.9% using transit for work commute. 42.1% households have no vehicle, indicating high transit dependency. Good existing transit access with multiple bus and rail options",1. Prioritized lower transit fares due to high transit dependency and lower-income population. 2. Moderate tax rates to balance service improvements with impact on discretionary spending. 3. Support for driving fees to improve transit service while affecting minority of car owners. 4. Focused on proposals that reduce transit travel time most significantly. 5. Considered balance between car and transit travel times given mixed-mode usage,"[20, 11, 2, 23, 14]",20,11,2,23,14
Lincoln Square,"Lincoln Square has a relatively high median income of $90,569, with 45.2% of households earning over $100,000. However, there's income diversity with 25.7% earning under $50,000, suggesting varying levels of disposable income across the community","With a per capita income of $57,351, residents have moderate to high discretionary spending power. The higher-income households can better absorb increased transportation costs, but 25.7% lower-income households would be more sensitive to cost increases","The community shows diverse transportation usage: 26% use transit, 39.1% drive alone, and 21.6% have no vehicle. Good mix of transit and driving accessibility, with 74.5% owning at least one car","1. Prioritized balanced policies that maintain transit affordability while improving service, given significant transit usage (26%). 2. Considered moderate tax increases acceptable given higher median income. 3. Supported modest driving fees to reduce congestion and fund transit, as most households can afford it. 4. Favored policies that reduce transit travel time to benefit the 21.6% car-less households. 5. Selected options that balance time savings with cost impacts across different income groups","[13, 14, 22, 4, 11]",13,14,22,4,11
North Center,"North Center is an affluent area with median income of $148,585 and 67.4% of households earning over $100,000. This suggests residents have significant disposable income and can generally afford higher transportation costs","With high incomes, residents likely have substantial discretionary spending. A sales tax increase would impact this spending, but the community can likely absorb these costs better than lower-income areas","The area has good transportation options with 87.4% of households having at least one vehicle. 20% use transit and 38.6% drive alone to work, suggesting both modes are important. 29.2% work from home, reducing daily transportation needs","1. Given high incomes, prioritize time savings over cost savings. 2. Balance needs of both drivers (38.6%) and transit users (20%). 3. Higher taxes/fees are acceptable if they improve service. 4. Favor policies that reduce transit times since 20% use transit. 5. Consider that 29.2% WFH means less daily impact from fees. Selected policies that offer best time improvements while keeping costs moderate","[23, 14, 5, 20, 11]",23,14,5,20,11
Lake View,"Lake View is a relatively affluent area with median income of $100,625 and 50.2% of households making over $100,000. This suggests residents have higher disposable income and can better absorb transportation costs compared to other areas.","With high per capita income ($87,044), residents likely have significant discretionary spending. However, the high cost of living in Lake View means transportation costs still impact overall household budgets.","The area has excellent transit access with 36.9% using transit for commuting. 39.6% of households don't own cars, and 46.6% have just one vehicle, indicating strong transit dependency. The high percentage of work-from-home (27.9%) suggests flexibility in transportation needs.","1. Given high transit usage and car-free households, prioritize policies that improve transit service while keeping fares moderate. 2. Higher tax rates are acceptable given income levels to fund better transit. 3. Support driving fees to reduce congestion and fund transit improvements. 4. Balance between transit time improvements and cost increases. 5. Consider the large work-from-home population that may make fewer regular trips.","[23, 14, 20, 11, 4]",23,14,20,11,4
Lincoln Park,"Lincoln Park is an affluent area with median household income of $134,277 and 61.3% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($109,538), residents likely have substantial discretionary spending. A sales tax increase would affect this but may be less impactful than in lower-income areas","The area has high transit usage (33.4%) and low car dependency (32.3% no vehicle, 47.8% one vehicle). Good mix of transportation options with significant walk/bike share (9.3%). Many residents work from home (24%)",1. Prioritized policies that improve transit times given high transit usage. 2. Moderate fare increases acceptable given high income levels. 3. Support for driving fees to reduce congestion and fund transit improvements. 4. Balanced approach to sales tax given high discretionary spending. 5. Considered that many residents use multiple transport modes,"[23, 14, 26, 20, 11]",23,14,26,20,11
Near North Side,"The Near North Side is a relatively wealthy area with median income of $121,562 and 58.8% of households making over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($118,674), residents likely have substantial discretionary spending. A higher sales tax would impact this spending, but the community can generally afford it for improved services","The area has excellent transit access with diverse transportation modes - 45.6% have no vehicle, 18.9% use transit, and 27.6% walk/bike. This suggests strong interest in transit service quality improvements","1. Given high incomes but heavy transit/walking usage, prioritized policies that improve transit times while accepting moderate cost increases. 2. Large car-free population suggests preference for transit improvements over driving optimizations. 3. High discretionary spending means sales tax impact is less concerning than service quality. 4. Selected policies that balance transit improvement with moderate rather than maximum fees to maintain affordability. 5. Considered that 20.9% still drive alone, so avoided most punitive driving fees","[23, 14, 22, 13, 20]",23,14,22,13,20
Edison Park,"Edison Park is a relatively affluent community with median income of $120,024 and 59.4% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate transportation cost increases.","With high per capita income ($57,872), residents likely have substantial discretionary spending. A sales tax increase would affect this spending, but impact would be manageable given income levels.","Car-centric community with 93.5% of households owning at least one vehicle and 69.1% driving alone to work. Only 8.4% use transit, suggesting car-dependency but potential for transit growth with improved service.","1. Given high car ownership and usage, policies that reduce car travel time while maintaining reasonable costs are preferred. 2. Higher sales tax is acceptable given income levels if it improves transit service. 3. Moderate driving fees could help reduce congestion without excessive burden. 4. Lower transit fares less critical given community income levels. 5. Balance needed between maintaining car efficiency and improving transit options.","[14, 23, 5, 13, 4]",14,23,5,13,4
Norwood Park,"Norwood Park is relatively affluent with median household income of $107,122 and per capita income of $49,303. About 53.4% of households earn over $100,000 annually, suggesting significant disposable income","With higher incomes, residents have substantial discretionary spending power. The impact of sales tax (0.5-1.5%) would be noticeable but manageable given the income levels. Most households can afford vehicle-related expenses, as shown by 92.3% having at least one car",The area is heavily car-dependent with 71.1% driving alone to work and only 7.3% using transit. High car ownership (56.8% having 2+ vehicles) suggests good road access is crucial. Transit usage is low but should be maintained for the 7.7% of households without vehicles,"1. Given high car dependency, prefer policies with lower driving fees but reasonable transit service. 2. Higher income means moderate sales tax is acceptable if it improves overall transportation. 3. Focus on reducing car travel times since majority drive. 4. Maintain reasonable transit fares for lower-income residents. 5. Balance between minimizing costs for drivers while maintaining transit quality","[3, 0, 9, 12, 15]",3,0,9,12,15
