community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Rogers Park,"Rogers Park has a median household income of around $47,000, lower than Chicago's median. About 27% of residents live below poverty level. Many residents are cost-sensitive and need to carefully manage transportation expenses.","Given the income levels, residents have limited discretionary spending. Many are students or working-class families who need to balance basic needs with transportation costs. Higher sales taxes would notably impact household budgets.",High transit dependency with good access to CTA Red Line and bus routes. About 35% of households don't own cars. Many residents commute to work/school using public transit. Walking and biking are common for local trips.,"1. Prioritize low transit fares due to high transit dependency and lower incomes. 2. Moderate sales tax to maintain transit service without overly burdening limited discretionary spending. 3. Support some driving fees to improve transit service and reduce congestion, but avoid highest fees. 4. Balance between transit time improvements and cost burden. 5. Selected policies that maintain transit accessibility while considering community's economic constraints.","[10, 11, 9, 1, 2]",10,11,9,1,2
West Ridge,"West Ridge has a median household income of around $54,000, slightly below Chicago's median. About 19% of residents live below poverty level. The community has a significant immigrant population with varying income levels","Given the moderate income levels and high cost of living in Chicago, residents have limited discretionary spending. Many households need to carefully budget for transportation costs alongside other essential expenses",The area has moderate transit access with several bus routes and proximity to Red Line stations. Car ownership is relatively high at about 75% of households. Many residents commute to work using both public transit and private vehicles. The community has a mix of transit-dependent and car-dependent residents,"1. Prioritize proposals with lower sales tax (0.5-1.0%) to preserve discretionary income for mixed-income population. 2. Balance moderate transit fares ($1.25) with service improvements to help transit-dependent residents. 3. Support modest driving fees ($0.50) to improve transit without overly burdening drivers. 4. Focus on proposals that reduce transit travel times to benefit commuters. 5. Consider proposals that maintain reasonable driving costs for car-dependent households. Selected proposals 4, 13, 10, 1, and 3 as they best balance these factors for West Ridge's mixed transportation needs","[4, 13, 10, 1, 3]",4,13,10,1,3
Uptown,"Uptown has a mixed-income population with median household income around $53,000. About 23% of residents live below poverty level. Many residents are cost-sensitive and rely on public transportation.","Given the income levels, many residents have limited discretionary spending. Higher sales taxes would impact household budgets significantly. The area has many renters and working-class families who need to carefully manage transportation costs.","Uptown has excellent transit access with Red Line L, multiple bus routes, and is relatively walkable. About 35% of households don't own cars. The area has high transit usage for commuting. Many residents rely on transit to access jobs downtown and other areas.",1. Prioritize low transit fares and moderate taxes given income constraints and high transit reliance. 2. Support some driving fees to improve transit service and reduce congestion. 3. Balance between transit improvement and cost burden. 4. Consider proposals that reduce transit travel times. 5. Favor options that maintain transit affordability while generating revenue for service improvements. Selected proposals that keep fares low or moderate while using driving fees to cross-subsidize transit.,"[11, 10, 1, 13, 4]",11,10,1,13,4
Lincoln Square,"Lincoln Square has a median household income of around $77,000, higher than Chicago's average. About 10% of residents live below poverty level. The community has a mix of middle and upper-middle-class households with moderate to good disposable income.","Residents have moderate discretionary spending power. The area has many local businesses, restaurants, and shops. Higher sales taxes would impact discretionary spending but most households can absorb moderate increases.","Well-served by public transit with Brown Line stations at Western and Rockwell, multiple bus routes. About 35% of residents use public transit for commuting, 45% drive, and others walk/bike. Good walkability score. Many households are car-light or car-free.","1. Given high transit usage, prioritize policies that improve transit service while keeping fares moderate. 2. Community can handle moderate tax increases if they improve service. 3. Support driving fees to fund transit and reduce congestion since many residents don't drive daily. 4. Balance between transit improvement and cost burden on mixed-income population. 5. Selected policies that reduce transit travel times below 55 minutes while maintaining reasonable fares.","[14, 23, 13, 11, 20]",14,23,13,11,20
North Center,"North Center is an affluent area with median household income around $110,000, significantly above Chicago's average. Residents have relatively high disposable income and can generally afford higher transportation costs","Area has high discretionary spending power, with many residents spending on dining, entertainment, and retail. Higher sales tax would have moderate impact but not severely constrain spending habits","Well-served by Brown Line, multiple bus routes, and major arterial roads. 76% of residents commute by car or transit. Good mix of transit and driving options with relatively high car ownership. Area has many local amenities within walking/biking distance","1. Given high income levels, can prioritize time savings over cost savings. 2. Strong existing transit infrastructure means improvements will be well-utilized. 3. Higher driver fees acceptable as most can afford it and it will reduce congestion. 4. Moderate tax increase reasonable given community's ability to pay. 5. Prefer balanced proposals that improve both transit and driving times. Selected proposals that combine moderate-to-high driver fees with moderate fares and taxes to optimize travel times while maintaining service quality","[14, 23, 5, 13, 22]",14,23,5,13,22
Lake View,"Lake View is an affluent area with median household income around $90,000. Residents have relatively high disposable income and can generally afford higher transportation costs. Many residents work in professional services and have stable incomes.","The area has high discretionary spending power, with numerous restaurants, entertainment venues, and retail shops. Residents frequently engage in recreational activities and dining out. Higher sales taxes would have a moderate but not severe impact on consumption patterns.","Lake View has excellent transit access with multiple L lines (Red, Brown, Purple) and numerous bus routes. High walkability score and bike-friendly infrastructure. Many residents commute to downtown. Car ownership is lower than city average, with many households being car-free by choice.",1. Prioritize policies that improve transit service given high transit usage in area. 2. Higher income means community can tolerate higher costs for better service. 3. Support driving fees to reduce congestion and fund transit since many residents don't drive. 4. Balance improved transit times against moderate fare increases. 5. Consider that higher sales tax impact is buffered by high disposable income. Selected policies that maximize transit improvements while keeping costs reasonable for mixed-mode transportation area.,"[23, 14, 20, 11, 5]",23,14,20,11,5
Lincoln Park,"Lincoln Park is one of Chicago's most affluent neighborhoods with median household income over $115,000. Residents have high disposable income and can generally afford higher transportation costs","High levels of discretionary spending on retail, dining, and entertainment. The community has significant retail corridors and residents tend to make frequent trips for shopping and leisure activities","Well-served by public transit with multiple L stations (Red/Brown/Purple lines) and bus routes. High car ownership rates but also high transit usage. Dense, walkable neighborhood with many destinations accessible by multiple modes","1. Given high incomes, can tolerate higher fees/taxes to fund better service. 2. Many residents use both cars and transit, so balanced improvements to both modes are valuable. 3. Higher driver fees acceptable as they reduce congestion in dense area. 4. Prefer options that significantly improve transit times without extreme fare increases. 5. Selected proposals that balance service improvements with moderate cost increases across modes. Ranked based on overall time savings and reasonable cost structure","[23, 14, 20, 11, 5]",23,14,20,11,5
Near North Side,"Near North Side has one of the highest median household incomes in Chicago (over $100,000). Residents have significant disposable income and can generally afford higher transportation costs","High levels of discretionary spending, with numerous luxury retail, dining, and entertainment venues. Residents typically spend more on goods/services, so sales tax impact is notable but manageable","Excellent transit access with multiple L lines, bus routes, and walkable streets. High car ownership but also heavy transit usage. Major employment/entertainment center with significant traffic congestion","1. Given high incomes, can tolerate higher fees/taxes to improve service. 2. Heavy congestion means driving fees could help traffic flow. 3. Strong transit infrastructure means improvements will be widely utilized. 4. Dense urban area benefits from reduced car dependency. 5. Ranked proposals that balance service improvements with moderate cost increases, prioritizing reduced transit times and congestion relief through driving fees. 6. Higher tax rates acceptable given income levels and benefits of improved transit. 7. Selected options that maintain reasonable transit fares to encourage ridership while using driving fees to manage congestion","[26, 23, 14, 20, 11]",26,23,14,20,11
Edison Park,"Edison Park is an affluent community with median household income around $87,000, significantly above Chicago's average. Residents have relatively high disposable income and can generally afford higher transportation costs",High levels of discretionary spending power. Most households own cars and have flexibility in transportation choices. Higher sales tax would have moderate impact given the affluent nature of the area,"Located on far northwest side, relatively car-dependent area but with Metra rail station and some bus service. Most residents (85%+) commute by car. Distance from downtown means longer transit times but good expressway access","1. Given high car dependency and income levels, policies with moderate driving fees are acceptable if they improve traffic flow
2. Higher sales tax is tolerable given affluence, if it funds better transit
3. Moderate transit fares preferred to maintain service quality while keeping transit competitive
4. Focus on reducing car travel times since majority drive
5. Balance between maintaining car efficiency and improving transit options for non-drivers","[14, 23, 5, 13, 4]",14,23,5,13,4
Norwood Park,"Norwood Park is an upper-middle-class area with median household income around $82,000. Residents have relatively high disposable income compared to Chicago average, making them less sensitive to moderate fare/fee increases","High levels of discretionary spending capacity. Many households own cars and can afford higher transportation costs. Sales tax impact on $20,000 annual discretionary spending would be $100-300 depending on rate",Located on far northwest side with good access to Blue Line and Metra. High car ownership (85%+ households). Most residents drive but have transit options. Average commute time is 35-40 minutes,"1. As an affluent car-dependent area, policies balancing driver fees with improved transit make sense
2. Higher driver fees acceptable if they reduce congestion
3. Moderate transit fares preferred over lowest fares to maintain service quality
4. Mid-range sales tax (1%) provides funding without excessive burden
5. Focus on options that reduce both car and transit travel times
6. Selected policies 14, 5, 13, 4, and 11 as they optimize travel times while keeping costs reasonable for area's income level","[14, 5, 13, 4, 11]",14,5,13,4,11
