community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Willowbrook,"Willowbrook residents have relatively high disposable incomes with a median household income above Houston's average, as it is predominantly a middle to upper-middle-class suburban area.","The area has significant discretionary spending capacity with numerous retail centers and shopping destinations, including Willowbrook Mall, suggesting residents can absorb moderate transportation cost increases.","The area is heavily car-dependent with limited public transit options, primarily served by park-and-ride services to downtown, and most residents rely on personal vehicles for daily transportation.","1) Given the car-dependent nature and higher incomes, policies with moderate driving fees are acceptable if they improve traffic flow 2) Lower sales tax rates are preferred since residents make significant retail purchases 3) Transit fares are less critical since transit usage is limited 4) Prioritized policies that reduce car travel times while keeping overall costs manageable 5) Selected options that balance revenue generation for transit improvements while maintaining reasonable driving costs","[2, 4, 0, 10, 13]",2,4,0,10,13
Greater Greenspoint,"Greater Greenspoint has a relatively low median household income around $35,000, with many residents living below the poverty line and facing significant financial constraints.","Residents have limited discretionary spending capacity, with a high proportion of income going to essential needs like housing and transportation.","The area has moderate transit service but high car dependency, with about 75% of residents commuting by car and facing significant transportation costs relative to their income.",1. Prioritized lower transit fares ($0.75) to help low-income residents who rely on transit. 2. Favored lower sales tax rates (0.5-1.0%) to minimize impact on limited discretionary spending. 3. Considered moderate driving fees ($0.50) to improve transit service without overly burdening car-dependent residents. 4. Balanced travel time improvements with cost impacts. 5. Selected proposals that offer best combination of affordability and service improvements for both transit and car users.,"[7, 0, 6, 2, 10]",7,0,6,2,10
Carverdale,"Carverdale has a relatively low median household income around $35,000, with many residents working in industrial and service sectors, indicating limited disposable income.","Given the low income levels, residents have minimal discretionary spending capacity and are particularly sensitive to additional taxes and transportation costs.","The neighborhood has limited public transit access with infrequent bus service, high car dependency for work commutes to industrial areas, and relatively long travel times to major employment centers.",1. Prioritized policies with lower sales tax (0.5%) due to limited disposable income. 2. Favored lower transit fares ($0.75) to make public transit more accessible. 3. Considered moderate driving fees ($0.50) as many residents rely on cars for work. 4. Balanced travel time improvements with cost impacts. 5. Selected proposals that minimize overall transportation cost burden while maintaining reasonable service levels.,"[0, 2, 7, 10, 16]",0,2,7,10,16
Fairbanks / Northwest Crossing,"The neighborhood has a median household income of around $45,000, which is below Houston's median, indicating residents are price-sensitive to transportation costs.","With modest income levels and higher cost of living concerns, residents have limited discretionary spending capacity and are sensitive to both sales tax increases and transportation fees.","The area has moderate transit access with some bus routes but is largely car-dependent, with most residents relying on personal vehicles for commuting and daily trips.",1) Prioritized policies with lower sales tax (0.5%) to minimize impact on overall purchasing power 2) Favored moderate transit fares ($0.75-$1.25) to keep transit affordable while maintaining service quality 3) Considered moderate driving fees ($0.50) to help fund transit without overly burdening car-dependent residents 4) Balanced travel time improvements against cost increases 5) Selected proposals that offer meaningful transit time improvements while keeping combined costs manageable for lower-middle income residents,"[0, 2, 7, 10, 16]",0,2,7,10,16
Greater Inwood,"Greater Inwood has a median household income of approximately $45,000, which is lower than Houston's average, indicating residents are more sensitive to transportation costs and taxes.","With modest income levels and higher poverty rates than city average, residents have limited discretionary spending capacity and are particularly sensitive to sales tax increases.","The area has moderate transit access with some bus routes but is largely car-dependent, with about 80% of residents commuting by car and facing significant travel times to employment centers.","1) Prioritized policies with lower sales tax (0.5%) to minimize impact on limited discretionary income, 2) Favored moderate transit fares ($0.75-$1.25) to keep transit affordable while maintaining service quality, 3) Supported moderate driving fees ($0.50) to improve transit without overly burdening car-dependent residents, 4) Balanced travel time improvements with cost impacts, 5) Considered the high car dependency rate in the neighborhood while ensuring transit remains viable for transit-dependent residents.","[0, 2, 7, 10, 16]",0,2,7,10,16
Acres Home,"Acres Home has a median household income of approximately $33,000, which is significantly lower than Houston's average, indicating limited disposable income for transportation costs.","With a high poverty rate of around 28% and many households being cost-burdened by housing expenses, residents have very limited discretionary spending capacity.","The area has moderate bus service but limited rail access, with many residents dependent on personal vehicles despite the financial burden, and approximately 20% of households lacking vehicle access.","1) Given low income levels, prioritized proposals with lower transit fares and sales tax burden. 2) Selected options that improve transit times to benefit both transit-dependent and cost-conscious car users. 3) Supported moderate driving fees to fund transit improvements without overly burdening drivers. 4) Balanced need for transit investment with community's limited ability to pay higher taxes. 5) Favored proposals that reduce both transit and driving times to provide flexibility for mixed-mode households.","[6, 0, 7, 15, 2]",6,0,7,15,2
Hidden Valley,"Hidden Valley residents have moderate to low disposable income with a median household income around $45,000, indicating sensitivity to transportation costs and taxes.","Limited discretionary spending capacity means residents are price-sensitive to both transit fares and driving fees, with most household budgets primarily allocated to essential needs.","The neighborhood has moderate transit access with bus routes but relies heavily on personal vehicles, with about 85% of residents commuting by car due to limited transit options and longer transit travel times.",1) Prioritized policies with lower sales tax (0.5%) to minimize impact on limited discretionary spending. 2) Favored moderate driving fees ($0.50) over high fees ($1.00) to balance revenue generation with affordability. 3) Preferred lower transit fares ($0.75-$1.25) to maintain transit accessibility for transit-dependent residents. 4) Selected policies that achieve reasonable travel time improvements without excessive cost burden. 5) Considered the high car dependency while maintaining affordable transit options.,"[0, 2, 7, 10, 16]",0,2,7,10,16
Westbranch,"Westbranch is a middle-income neighborhood with median household income around $45,000, indicating moderate sensitivity to transportation costs and taxes.","Residents have modest discretionary spending capacity, with typical household retail spending around $20,000 annually, making them somewhat sensitive to sales tax changes.","The neighborhood has moderate transit access with bus routes but relies heavily on personal vehicles, with about 85% of residents commuting by car.","1) Given moderate income levels, prioritized policies with lower sales tax (0.5-1.0%) to preserve discretionary spending. 2) With high car dependency, favored moderate driving fees ($0.50) over high fees ($1.00) to avoid excessive burden. 3) Supported middle-range transit fares ($1.25) that improve service without being cost-prohibitive. 4) Selected policies that achieve meaningful travel time improvements while balancing cost impacts. 5) Ranked proposals offering best overall value - reducing both transit and driving times while keeping combined costs manageable.","[10, 7, 2, 19, 13]",10,7,2,19,13
Addicks / Park Ten,"Addicks / Park Ten residents have relatively high disposable income with a median household income above $100,000, indicating greater ability to absorb transportation costs.",The area's affluent population has significant discretionary spending capacity and tends to prioritize convenience and time savings over minor cost differences.,"The area is heavily car-dependent with limited transit access, featuring major highways (I-10, Beltway 8) and business parks where most residents rely on personal vehicles for commuting.","1) Given the car-dependent nature and high income levels, policies that reduce car travel times while maintaining reasonable driving costs are prioritized. 2) Higher sales tax rates are acceptable given the area's affluence and potential for improved transit infrastructure. 3) Moderate driving fees are preferred to reduce congestion while not overly burdening necessary car travel. 4) Lower transit fares are less critical given the limited transit usage and higher incomes. 5) Selected policies balance travel time improvements with moderate cost increases that the community can afford.","[17, 20, 8, 11, 1]",17,20,8,11,1
Spring Branch West,"Spring Branch West has a median household income of around $55,000, placing it in the middle-income range for Houston, with approximately 15% of residents below poverty level.","Residents have moderate discretionary spending capacity but are price-sensitive to additional taxes and fees, with significant portions of income already going to housing and transportation costs.","The area is primarily car-dependent with limited transit options, featuring some bus routes but no direct rail access, and about 85% of residents commute by car.","1) Given the car-dependent nature and middle-income status, prioritized policies with lower driving fees and moderate taxes to avoid excessive burden on drivers. 2) Selected proposals that balance transit improvements with cost considerations, as many residents rely on cars but could benefit from improved transit options. 3) Favored policies that offer meaningful transit time improvements without extreme cost increases. 4) Considered the impact of sales tax on overall household budgets, preferring moderate rates. 5) Prioritized proposals that provide the best value in terms of reduced travel times relative to cost increases.","[7, 10, 2, 16, 19]",7,10,2,16,19
