community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Willowbrook,"Willowbrook residents have relatively high disposable income with a median household income above Houston's average, as it is predominantly a middle to upper-middle-class suburban area.","The area has significant discretionary spending capacity with numerous retail centers and shopping destinations, including Willowbrook Mall, suggesting residents can absorb moderate transportation cost increases.","The area is heavily car-dependent with limited public transit options, primarily served by park-and-ride facilities and bus routes, with most residents relying on personal vehicles for daily commutes.","1) Given the car-dependent nature and higher income levels, policies with moderate driving fees are acceptable if they improve transit service 2) Lower sales tax rates are preferred since residents make significant retail purchases 3) Transit fares are less critical since fewer residents rely on transit 4) Prioritized policies that balance driving time improvements with moderate cost increases 5) Selected proposals that could gradually encourage transit use while not severely impacting driving costs","[2, 10, 4, 19, 13]",2,10,4,19,13
Greater Greenspoint,"Greater Greenspoint has a relatively low median household income around $35,000, with many residents living below the poverty line and facing significant financial constraints.","Residents have limited discretionary spending capacity, with a high proportion of income going to essential needs like housing and transportation.","The area has moderate transit service but high car dependency, with about 75% of residents commuting by car and facing significant transportation costs relative to their income.","1. Given low incomes, prioritize lowest transit fares ($0.75) to maintain affordability. 2. Prefer lower sales tax (0.5-1.0%) to minimize impact on essential purchases. 3. Support moderate driving fees ($0.50) to improve transit without overly burdening drivers. 4. Balance travel time improvements with cost impacts. 5. Consider proposals that reduce both transit and driving times while keeping combined costs manageable for low-income residents.","[7, 0, 16, 8, 1]",7,0,16,8,1
Carverdale,"Carverdale has a relatively low median household income around $35,000, with many residents working in industrial and service sectors, indicating limited disposable income.","Given the low income levels and high cost of basic necessities, residents have minimal discretionary spending capacity and are particularly sensitive to additional taxes and fees.","The area has limited public transit access with infrequent bus service, high car dependency for work commutes to industrial areas, and relatively long travel times to key destinations.",1) Prioritized proposals with lower sales tax (0.5%) to minimize impact on limited discretionary income 2) Favored lower transit fares ($0.75) to make public transit more affordable for transit-dependent residents 3) Accepted moderate driving fees ($0.50) as compromise to improve transit service while not overly burdening car-dependent workers 4) Sought balance between travel time improvements and cost burden 5) Ranked proposals that offered best combined benefits for both transit and car users given the mixed-mode nature of the community,"[0, 2, 7, 1, 3]",0,2,7,1,3
Fairbanks / Northwest Crossing,"The neighborhood has a median household income of around $45,000, which is below Houston's average, indicating residents are price-sensitive to transportation costs.","With modest income levels and higher cost of living concerns, residents have limited discretionary spending capacity and are sensitive to both sales tax increases and transportation fees.","The area has moderate transit access with some bus routes but is largely car-dependent, with most residents relying on personal vehicles for commuting and daily trips.",1) Prioritized policies with lower sales tax (0.5%) to minimize impact on household budgets. 2) Favored moderate transit fares ($0.75-$1.25) to keep transit affordable while maintaining service quality. 3) Considered moderate driving fees ($0.50) to help fund transit without overly burdening car-dependent residents. 4) Balanced travel time improvements with cost impacts. 5) Selected proposals that offer best combined benefits in reduced travel times while keeping overall costs manageable for lower-middle income residents.,"[0, 2, 7, 10, 16]",0,2,7,10,16
Greater Inwood,"Greater Inwood has a median household income of approximately $45,000, which is lower than Houston's average, indicating residents are more sensitive to transportation costs.","With modest income levels and higher poverty rates than city average, residents have limited discretionary spending capacity and are price-sensitive to both transit fares and sales taxes.","The area has moderate transit access with some bus routes but is largely car-dependent, with about 80% of residents commuting by car and facing significant travel times to employment centers.","1) Prioritized lower transit fares and sales tax due to limited disposable income, 2) Moderate driving fees acceptable to improve transit service while not overly burdening car-dependent residents, 3) Balanced travel time improvements against cost impacts, 4) Selected policies that reduce transit travel times to under 57 minutes while keeping combined costs manageable, 5) Considered that many residents need both car and transit access due to work patterns","[7, 0, 16, 2, 10]",7,0,16,2,10
Acres Home,"Acres Home has a median household income of approximately $35,000, which is significantly lower than Houston's average, indicating limited disposable income for transportation costs.","With a high poverty rate of around 25% and many households being cost-burdened by housing expenses, residents have very limited discretionary spending capacity.","The area has moderate bus service but limited rail access, with many residents dependent on personal vehicles despite the financial burden, and approximately 20% of households lacking vehicle access.","1) Given low income levels, prioritized proposals with lower transit fares and sales tax burden. 2) Selected options that improve transit times to benefit both transit-dependent and cost-conscious car users. 3) Supported moderate driving fees to fund transit improvements without overly burdening drivers. 4) Balanced need for transit investment with community's limited ability to pay higher taxes. 5) Favored proposals that reduce both transit and driving times to provide flexibility for mixed-mode households.","[6, 0, 7, 15, 2]",6,0,7,15,2
Hidden Valley,"Hidden Valley residents have moderate to low disposable income with median household income around $45,000, indicating sensitivity to transportation costs and taxes.","Limited discretionary spending capacity with most income going to essential needs, making residents particularly sensitive to additional taxes and fees.","The neighborhood has moderate transit access but high car dependency, with about 85% of residents commuting by car and facing significant travel times to reach employment centers.","1) Given high car dependency and limited income, prioritized proposals with lower driving fees and taxes to minimize financial burden. 2) Selected proposals that offer reasonable transit improvements without excessive costs. 3) Balanced travel time improvements against increased fees. 4) Considered that lower transit fares could provide alternative options for cost-sensitive residents. 5) Prioritized proposals that maintain reasonable car travel times given the community's reliance on driving.","[6, 9, 0, 7, 2]",6,9,0,7,2
Westbranch,"Westbranch is a middle-income neighborhood with median household income around $45,000, indicating moderate sensitivity to transportation costs and taxes.","Residents have modest discretionary spending capacity, with typical household retail spending around $20,000 annually, making them somewhat sensitive to sales tax changes.","The neighborhood has moderate transit access with bus routes but relies heavily on personal vehicles, with about 85% of residents commuting by car.","1) Given moderate income levels, prioritized lower tax rates (0.5-1.0%) to preserve discretionary spending. 2) With high car dependency, favored proposals with moderate driving fees ($0.50) that improve transit without excessive burden. 3) Selected moderate transit fares ($1.25) that balance service quality with affordability. 4) Prioritized proposals showing significant travel time improvements for both modes. 5) Ranked proposals that offer best combined benefits in reduced travel times while keeping costs manageable for middle-income residents.","[10, 2, 7, 19, 13]",10,2,7,19,13
Addicks / Park Ten,"Addicks / Park Ten residents have relatively high disposable income with a median household income above $100,000, indicating greater ability to absorb transportation costs.",The area's affluent population has significant discretionary spending capacity and tends to prioritize convenience and time savings over cost savings.,"The area is heavily car-dependent with limited transit access, featuring major employment centers and retail along I-10 corridor where most residents rely on personal vehicles.","1) Given high car dependency and income levels, policies that reduce car travel time are prioritized. 2) Higher driver fees are acceptable as they'll reduce congestion and residents can afford them. 3) Lower transit fares are preferred to encourage transit adoption despite limited current usage. 4) Moderate tax rates balance service improvements with tax burden. 5) Selected policies that provide best car travel time reductions while maintaining reasonable transit options for workers.","[17, 8, 1, 20, 11]",17,8,1,20,11
Spring Branch West,"Spring Branch West has a median household income of around $55,000, placing it in the middle-income range for Houston, with approximately 15% of residents below poverty level.","Residents have moderate discretionary spending capacity but are price-sensitive to additional taxes and fees, with significant portions of income already going to housing and transportation costs.","The area is primarily car-dependent with limited transit options, featuring several major thoroughfares like I-10 and Beltway 8, while bus service is available but with longer travel times.",1) Prioritized policies with lower sales tax (0.5-1.0%) to protect discretionary spending power 2) Favored moderate driving fees ($0.50) to improve transit without overly burdening car-dependent residents 3) Selected proposals with lower transit fares ($0.75-$1.25) to make transit more accessible 4) Balanced travel time improvements for both modes given the mixed-income population 5) Considered the area's car-dependency while supporting gradual transit improvements,"[7, 10, 2, 0, 3]",7,10,2,0,3
Langwood,"Langwood is a middle-income neighborhood with median household income around $55,000, indicating moderate disposable income levels for transportation expenses.",Residents have moderate discretionary spending capacity but are price-sensitive to additional taxes and fees that could impact their household budgets.,"The neighborhood has good car accessibility with proximity to Highway 290 but limited transit options, with most residents relying on personal vehicles for commuting.","1) Given car-dependent nature, prioritize proposals with lower driving fees and taxes to minimize impact on car-commuting residents. 2) Consider moderate transit fares to maintain service quality while keeping costs reasonable for occasional transit users. 3) Balance between travel time improvements and cost increases. 4) Lower sales tax preferred due to moderate income levels. 5) Slight preference for proposals that reduce car travel times given high car usage.","[6, 9, 0, 2, 7]",6,9,0,2,7
Central Northwest,"Central Northwest has a moderate median household income around $45,000, with approximately 25% of residents living below poverty level, indicating limited disposable income for many residents.","Given the income levels and cost of living, residents have modest discretionary spending capacity and are sensitive to additional transportation costs and taxes.","The area has decent bus service along major corridors but many residents rely on personal vehicles, with about 75% of commuters driving alone and 15% using public transit.",1) Prioritized proposals with lower transit fares ($0.75) to help transit-dependent residents while maintaining service quality. 2) Favored moderate tax rates (1%) to balance revenue needs with household budget impacts. 3) Supported modest driving fees ($0.50) to encourage transit use without overly burdening drivers. 4) Considered travel time improvements for both modes since the community uses both significantly. 5) Selected proposals that offer the best combined benefits in terms of travel time savings and affordability.,"[7, 16, 0, 8, 10]",7,16,0,8,10
