community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Willowbrook,"Willowbrook residents have relatively high disposable income with a median household income above Houston's average, characterized by professional workers in healthcare and retail sectors.","The area has significant discretionary spending power, with residents regularly commuting to work and shopping at Willowbrook Mall and surrounding retail centers.","The area is highly car-dependent with good road access but limited transit options, primarily served by park-and-ride services to downtown and the Medical Center.","1) Given high car dependency and income levels, policies with moderate driving fees are acceptable if they improve transit; 2) Higher sales tax is less impactful due to good income levels; 3) Lower transit fares are preferred to encourage transit use; 4) Moderate driving fees can help fund transit improvements without overly burdening drivers; 5) Policies that balance travel time improvements for both modes are prioritized given the mixed-use nature of the area.","[17, 8, 20, 11, 1]",17,8,20,11,1
Greater Greenspoint,"Greater Greenspoint has a relatively low median household income around $35,000, with many residents living below the poverty line and facing significant financial constraints.","Residents have limited discretionary spending capacity, with a high proportion of income going to essential needs like housing and transportation.","The area has moderate transit service but high car dependency, with about 75% of residents commuting by car and facing significant transportation costs relative to their income.","1. Given low income levels, prioritize proposals with lower transit fares and sales tax burden. 2. Consider moderate driving fees to improve transit service without excessive burden. 3. Balance between travel time improvements and cost impacts. 4. Focus on proposals that reduce transit travel time to benefit transit-dependent residents. 5. Select options that maintain reasonable car travel times while generating revenue for transit improvements.","[6, 0, 7, 15, 2]",6,0,7,15,2
Carverdale,"Carverdale has a relatively low median household income around $35,000, with many residents working in industrial and service sectors, indicating limited disposable income.","Given the low income levels and high proportion of essential expenses, residents have minimal discretionary spending capacity and are sensitive to additional transportation costs.","The area has limited public transit coverage despite being a working-class neighborhood, with most residents relying on personal vehicles for commuting to jobs in nearby industrial areas.",1) Prioritized policies with lower sales tax (0.5%) to minimize impact on limited discretionary income 2) Favored lower transit fares ($0.75) to make public transit more affordable for cost-sensitive residents 3) Accepted moderate driving fees ($0.50) as compromise to improve transit service while not overly burdening car-dependent residents 4) Ranked options that provided meaningful transit time improvements without excessive cost burden 5) Considered balance between car and transit improvements given mixed transportation needs of working population,"[0, 2, 7, 10, 16]",0,2,7,10,16
Fairbanks / Northwest Crossing,"The neighborhood has a median household income of around $45,000, which is below Houston's median, indicating residents are price-sensitive to transportation costs.","With modest income levels and higher cost of living concerns, residents have limited discretionary spending capacity and are sensitive to both sales tax increases and transportation fees.","The area has limited public transit options with primarily bus service, and most residents rely heavily on personal vehicles for commuting and daily activities.","1. Prioritized policies with lower sales tax (0.5%) to minimize impact on overall purchasing power. 2. Favored moderate driving fees ($0.50) over high fees ($1.00) to balance revenue generation with affordability. 3. Selected lower transit fares ($0.75-$1.25) to encourage transit use while maintaining accessibility. 4. Considered travel time improvements, particularly for driving, as most residents are car-dependent. 5. Balanced the need for transit system improvements with the community's limited ability to absorb higher costs.","[2, 0, 4, 7, 10]",2,0,4,7,10
Greater Inwood,"Greater Inwood has a median household income of around $45,000, which is lower than Houston's average, indicating residents are more sensitive to transportation costs.","With modest income levels and higher poverty rates than city average, residents have limited discretionary spending capacity and are price-sensitive to both transit fares and sales taxes.","The area has moderate transit access with some bus routes but is largely car-dependent, with about 80% of residents commuting by car and facing significant travel times to employment centers.",1) Prioritized proposals with lower transit fares and moderate sales tax to help lower-income residents while maintaining service quality. 2) Favored options with moderate driving fees to reduce congestion while not overly burdening car-dependent residents. 3) Selected proposals that balance travel time improvements with cost impacts. 4) Considered that many residents make multiple trips per day and are sensitive to per-trip costs. 5) Aimed to maintain transit service quality while keeping overall costs manageable for working families.,"[7, 0, 16, 10, 2]",7,0,16,10,2
Acres Home,"Acres Home has a median household income of approximately $33,000, which is significantly lower than Houston's average, indicating limited disposable income for transportation costs.","With a high poverty rate of around 28% and many households being cost-burdened by housing expenses, residents have very limited discretionary spending capacity.","The area has moderate bus service but limited rail access, with many residents dependent on personal vehicles despite the financial burden, and approximately 20% of households lacking vehicle access.","1) Given low income levels, prioritized proposals with lower transit fares and sales tax burden. 2) Selected options that improve transit times to benefit both transit-dependent and cost-conscious car users. 3) Supported moderate driving fees to fund transit improvements without overly burdening drivers. 4) Balanced need for transit investment with community's limited ability to pay higher taxes. 5) Considered proposals that reduce car travel times to benefit working residents who must drive.","[6, 0, 7, 15, 2]",6,0,7,15,2
Hidden Valley,"Hidden Valley residents have moderate to low disposable income with a median household income around $45,000, indicating sensitivity to transportation costs and taxes.","The neighborhood has limited discretionary spending capacity, with most income going to essential needs like housing, food, and transportation.","The area has moderate transit access with bus routes but relies heavily on personal vehicles, with about 85% of residents commuting by car.","1. Given low disposable income, prioritized lower transit fares and taxes to preserve household budgets. 2. Moderate driving fees acceptable to improve transit service while not overly burdening car-dependent residents. 3. Balanced travel time improvements against cost increases. 4. Selected policies that provide meaningful transit improvements without excessive tax burden. 5. Considered the high car dependency while encouraging transit use through reasonable fare structures.","[7, 0, 2, 10, 16]",7,0,2,10,16
Westbranch,"Westbranch is a middle-income neighborhood with median household income around $45,000, indicating moderate sensitivity to transportation costs and taxes.","Residents have modest discretionary spending capacity, with typical household retail spending around $20,000 annually, making them somewhat sensitive to sales tax changes.","The neighborhood has good road access but limited transit service, with about 70% of residents commuting by car and 20% by transit, suggesting a need to balance driving and transit improvements.","1) Prioritized proposals with moderate tax rates (1%) to balance revenue needs with household budgets, 2) Favored lower transit fares ($0.75-$1.25) to support transit-dependent residents while maintaining service quality, 3) Supported moderate driving fees ($0.50) to reduce congestion without overly burdening drivers, 4) Considered travel time improvements for both modes given mixed transportation needs, 5) Selected proposals that provide good transit service while keeping costs manageable for middle-income residents","[7, 10, 8, 16, 19]",7,10,8,16,19
Addicks / Park Ten,"Addicks / Park Ten residents have relatively high disposable income with a median household income above $100,000, indicating greater ability to absorb transportation costs.",The area's affluent population has significant discretionary spending capacity and tends to prioritize convenience and time savings over cost savings.,"The area is heavily car-dependent with limited transit access, featuring major employment centers and retail along I-10 corridor where most residents rely on personal vehicles.","1) Given high car dependency and income levels, policies that reduce car travel time are priority 2) Higher sales tax is acceptable given disposable income and potential service improvements 3) Moderate driving fees can help fund transit without excessive burden 4) Lower transit fares less critical since fewer residents rely on transit 5) Selected policies balance car travel time reduction with reasonable fee increases that the community can afford","[20, 17, 11, 8, 14]",20,17,11,8,14
Spring Branch West,"Spring Branch West has a median household income of around $55,000, placing it in the middle-income range for Houston, with approximately 15% of residents below poverty level.","Residents have moderate discretionary spending capacity but are price-sensitive to additional taxes and fees, with significant portions of income already going to housing and transportation costs.","The area is primarily car-dependent with limited transit options, featuring several major thoroughfares like I-10 and Beltway 8, while bus service is available but with longer travel times.","1) Prioritized policies with lower sales tax (0.5-1.0%) to protect discretionary spending power, 2) Favored moderate driving fees ($0.5) to improve transit without overly burdening car-dependent residents, 3) Selected proposals with lower transit fares ($0.75-$1.25) to make transit more accessible, 4) Balanced travel time improvements with cost impacts, 5) Considered the car-dependent nature of the neighborhood while encouraging transit improvements.","[7, 0, 10, 2, 3]",7,0,10,2,3
