community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Rogers Park,"Rogers Park has a median household income of around $47,000, lower than Chicago's median. About 27% of residents live below poverty level. Many residents are cost-sensitive and need to carefully manage transportation expenses.","Given the income levels, residents have limited discretionary spending. Many are students or working-class families who need to balance basic needs with transportation costs. Higher sales taxes would notably impact household budgets.",High transit dependency with good access to CTA Red Line and bus routes. About 35% of households don't own cars. Many residents commute to work/school via public transit. Walking and biking are common for local trips.,"1. Prioritize low transit fares due to high transit dependency and lower incomes. 2. Moderate sales tax to maintain transit service without overly burdening limited discretionary spending. 3. Support some driving fees to improve transit service and reduce congestion, but avoid highest fees. 4. Balance between transit time improvements and cost burden. 5. Selected proposals that maintain transit accessibility while considering community's economic constraints.","[10, 11, 9, 1, 2]",10,11,9,1,2
West Ridge,"West Ridge has a median household income of around $54,000, which is moderate for Chicago. About 19% of residents live below poverty level, indicating a significant portion of population is price-sensitive to transportation costs","The community has moderate discretionary spending power. Many residents are working-class and middle-class families who need to carefully balance transportation costs with other expenses. The area has significant immigrant populations who often send remittances, affecting disposable income","The area has moderate transit access with several bus routes and proximity to Red Line stations. About 30% of residents use public transit for commuting, while 60% drive. The community is relatively far from downtown, making travel times a crucial factor",1. Prioritize lower transit fares ($0.75) to help lower-income residents while maintaining service quality. 2. Moderate tax rate (1%) to balance revenue needs with household budgets. 3. Support some driving fees ($0.50-$1.00) to improve transit service without overly burdening drivers. 4. Focus on proposals that reduce transit travel times below 55 minutes. 5. Consider proposals that maintain reasonable driving costs for the majority who drive,"[11, 10, 20, 19, 2]",11,10,20,19,2
Uptown,"Uptown has a mixed-income population with median household income around $53,000. About 23% of residents live below poverty level. Many residents are cost-sensitive and rely on public transportation.","Given the income levels, many residents have limited discretionary spending. Higher sales taxes would impact household budgets significantly. The area has many renters and working-class families who need to carefully manage transportation costs.","Uptown has excellent transit access with Red Line L, multiple bus routes, and is relatively walkable. About 35% of households don't own cars. The area has high transit usage for commuting. Many residents rely on transit to access jobs downtown and other areas.",1. Prioritize low transit fares and moderate taxes given income constraints and high transit reliance. 2. Support some driving fees to improve transit service and reduce congestion. 3. Balance between transit improvement and cost burden. 4. Consider proposals that reduce transit travel times. 5. Favor options that maintain transit affordability while generating revenue for service improvements. Selected proposals that keep fares low-to-moderate while using driving fees to cross-subsidize transit.,"[11, 10, 1, 13, 4]",11,10,1,13,4
Lincoln Square,"Lincoln Square is a middle to upper-middle income area with median household income around $77,000. Residents have moderate disposable income but are price-sensitive to transportation costs","Area has significant retail and entertainment spending, with many local businesses, restaurants and shops. Residents generally have good discretionary spending power but are value-conscious","Well-served by Brown Line CTA, multiple bus routes, and fairly walkable. Many residents use mix of transit and driving. Good bike infrastructure. Most households own 1-2 cars but don't exclusively rely on them","1. Prioritize balanced options that maintain good transit service without excessive taxes/fees given middle-income demographics. 2. Look for proposals that improve both transit and driving times since residents use both modes. 3. Moderate fare/fee increases acceptable if they yield significant service improvements. 4. Consider proposals that encourage transit use while not overly penalizing necessary car trips. 5. Selected proposals 13, 4, 10, 22, and 19 as they offer good transit improvements with moderate cost increases, balanced revenue sources, and meaningful travel time reductions for both modes","[13, 4, 10, 22, 19]",13,4,10,22,19
North Center,"North Center is an affluent area with median household income around $110,000, significantly above Chicago's average. Residents have relatively high disposable income and can generally afford higher transportation costs","Area has high discretionary spending power, with many residents spending on dining, entertainment, and retail. Higher sales tax would have moderate but manageable impact on consumption patterns","Well-served by Brown Line, multiple bus routes, and major arterial roads. 76% of residents commute by car or transit. Good mix of transportation options with relatively high car ownership but also strong transit usage","1. Prioritize policies that improve both transit and driving times given mixed-mode usage
2. Community can absorb moderate cost increases for better service
3. Higher tax/fee combinations acceptable if they significantly improve travel times
4. Focus on balanced proposals that don't overly burden either mode
5. Selected proposals 23, 14, 20, 26, 11 as they offer best overall time savings with acceptable cost increases for this affluent area","[23, 14, 20, 26, 11]",23,14,20,26,11
Lake View,"Lake View is an affluent area with median household income around $90,000. Residents have relatively high disposable income and can generally afford higher transportation costs. Many residents work in professional services and have stable incomes.","The area has high discretionary spending power, with numerous restaurants, entertainment venues, and retail shops. Residents frequently engage in recreational activities and dining out. Higher sales taxes would have a moderate but not severe impact on consumption patterns.","Lake View has excellent transit access with multiple L lines (Red, Brown, Purple) and numerous bus routes. High walkability score and bike-friendly infrastructure. Many residents commute to downtown. Car ownership is lower than city average, with many households being car-free by choice.",1. Prioritize policies that improve transit service given high transit usage in area. 2. Higher income means community can tolerate some fare/tax increases if they lead to better service. 3. Support driving fees to reduce congestion and fund transit since many residents don't drive. 4. Balance between service improvements and cost increases since many young professionals are price-sensitive. 5. Favor policies that reduce transit travel times most significantly since many residents rely on transit for commuting.,"[26, 23, 20, 14, 11]",26,23,20,14,11
Lincoln Park,"Lincoln Park is one of Chicago's most affluent neighborhoods with median household income over $115,000. Residents have high disposable income and can generally afford higher transportation costs","High levels of discretionary spending on retail, dining, and entertainment. The community has significant retail corridors and residents tend to make frequent trips for shopping and leisure activities","Well-served by public transit with multiple L lines (Brown, Purple, Red) and bus routes. High car ownership rates but also high walkability and bikeability. Many residents commute downtown for work","1. Given high incomes, can tolerate higher fees/taxes to fund better service
2. Many residents use both cars and transit, so balanced approach needed
3. Reducing congestion important for quality of life
4. Faster transit times valuable for commuting workforce
5. Higher driver fees acceptable to encourage transit use
6. Selected policies that significantly improve transit times while moderately increasing costs
7. Ranked proposals prioritizing reduced transit times with reasonable fare increases","[26, 23, 14, 20, 8]",26,23,14,20,8
Near North Side,"Near North Side has one of the highest median household incomes in Chicago (over $100,000). Residents have significant disposable income and can generally afford higher transportation costs without severe impact on their lifestyle","High levels of discretionary spending, with residents frequently engaging in shopping, dining, and entertainment. The area has numerous luxury retail stores and high-end restaurants. Higher sales tax would have minimal impact on consumption patterns","Excellent transit accessibility with multiple L lines (Red, Brown, Purple), numerous bus routes, and high walkability. Also has good road infrastructure for driving. Many residents have options between driving and transit","1. Given high income levels, prioritize policies that optimize travel time over cost savings. 2. Support policies with higher driver fees to reduce congestion in this dense area. 3. Can accept higher sales tax as impact on discretionary spending is minimal. 4. Prefer moderate to higher transit fares to maintain service quality. 5. Balance between transit and driving improvements as residents use both modes. Selected policies that provide best overall travel time reductions while maintaining good transit service","[26, 23, 14, 20, 17]",26,23,14,20,17
Edison Park,"Edison Park is an affluent community with median household income around $87,000, significantly higher than Chicago's average. Most residents have substantial disposable income and can afford higher transportation costs","High levels of discretionary spending capacity. Residents generally own homes and cars, with retail spending patterns suggesting comfort with higher consumption taxes. The 1-1.5% sales tax increase would be manageable for most households","Located on far northwest side, heavily car-dependent with longer commutes to downtown. Has Metra station and some bus service but transit times are lengthy. Over 90% of households own cars, with driving being primary mode. Good road access but faces regular congestion","1. Given high car ownership and usage, policies reducing car travel times are priority. 2. Community can absorb higher costs, so willing to pay for better service. 3. Higher driver fees acceptable if they reduce congestion. 4. Moderate transit fares preferred to maintain option for workers. 5. Higher tax rates acceptable if they improve overall transportation system. Selected policies that balance reduced car travel times with reasonable cost increases, prioritizing proposals with $0.50-$1.00 driver fees to manage congestion","[14, 23, 5, 11, 20]",14,23,5,11,20
Norwood Park,"Norwood Park is an upper-middle-class area with median household income around $82,000. Residents have relatively high disposable income and car ownership rates. Many households can afford multiple vehicles.",Residents have significant discretionary spending capacity. The area has high rates of homeownership and retail spending. A sales tax increase would have a moderate but manageable impact on household budgets.,"The area is served by the Blue Line and Metra, but many residents rely heavily on cars. The community is somewhat car-dependent due to its location and suburban character. Good road access but moderate transit coverage.","1. Given high car dependency, avoid highest driving fees to prevent excessive burden on residents. 2. Moderate tax increase acceptable given income levels to improve transit. 3. Higher transit fares acceptable as residents have means to pay. 4. Prioritize policies that reduce car travel times given heavy car usage. 5. Balance between maintaining car accessibility while funding transit improvements. Selected policies that maintain reasonable driving costs while investing in transit through moderate tax increases and fares.","[13, 4, 22, 16, 7]",13,4,22,16,7
Jefferson Park,"Jefferson Park is a middle-class community with median household income around $71,000. Residents have moderate disposable income but are price-sensitive to additional taxes and fees","Residents have moderate discretionary spending power. The community has a mix of homeowners and renters, with significant spending on housing, transportation, and daily necessities",Well-served by public transit with Blue Line station and Metra. High car ownership rate (~85%). Many residents commute downtown for work. Good mix of transit and driving options,"1. Prioritize balanced policies that don't overly burden middle-class residents with high taxes/fees
2. Consider strong transit infrastructure - many use Blue Line for downtown commute
3. Account for significant car usage for local trips
4. Favor policies that improve transit times without excessive cost increases
5. Look for options that reduce driving times for car-dependent trips
6. Selected policies 10, 13, 4, 1, and 21 as they offer good balance of improved travel times, moderate costs, and reasonable tax rates","[10, 13, 4, 1, 21]",10,13,4,1,21
Forest Glen,"Forest Glen is an affluent area with median household income around $106,000, well above Chicago average. Residents have relatively high disposable income and can generally afford higher transportation costs",High levels of discretionary spending capacity. Most households own cars and have significant retail spending. Higher sales tax would have moderate but manageable impact on consumption,"Predominantly car-dependent suburban-style neighborhood with lower transit access compared to city average. Most residents drive, with 85%+ car ownership. Limited bus service and distance from L trains makes transit less convenient","1. Given high car dependency and income levels, policies that improve driving times without excessive fees are preferred. 2. Higher sales tax is acceptable if it improves overall transportation. 3. Transit improvements still valuable as secondary option. 4. Selected policies balance moderate driving fees to reduce congestion while maintaining reasonable transit fares. 5. Focus on options that reduce car travel times since most residents drive. Ranked proposals that combine moderate tax increases with reasonable driving fees to improve both modes while avoiding extreme costs","[14, 23, 13, 22, 5]",14,23,13,22,5
North Park,"North Park has a median household income of around $65,000, placing it in the middle-upper range for Chicago. Many residents are working professionals and families with moderate disposable income.",The community has moderate discretionary spending capacity. Residents generally can afford basic transportation costs but are price-sensitive to significant increases in taxes or fees that could impact their budget for other necessities and amenities.,"North Park has moderate transit access with bus routes and proximity to the Brown Line, though many residents rely on cars. The area has good road connectivity but experiences some congestion during peak hours. Many residents commute to work in other parts of the city.","1. Prioritize balanced policies that don't overly burden either drivers or transit users, given mixed transportation usage in the area. 2. Consider moderate tax rates that can improve service without excessive impact on discretionary spending. 3. Support policies that reduce congestion while maintaining reasonable transit fares. 4. Look for options that improve transit times without extreme cost increases. 5. Selected proposals 13, 10, 4, 22, and 19 as they offer good balance of improved travel times, moderate costs, and reasonable tax rates.","[13, 10, 4, 22, 19]",13,10,4,22,19
Albany Park,"Albany Park has a median household income of around $53,000, lower than Chicago's average. About 16% of residents live below poverty level, indicating limited disposable income for many households","Given the moderate-to-low income levels, residents are price-sensitive to both transit fares and sales taxes. Many households need to carefully budget discretionary spending","Well-served by CTA Brown Line, multiple bus routes, and major arterial roads. About 36% of residents use public transit for commuting, 45% drive, indicating balanced modal split. High transit dependency among lower-income residents",1. Prioritize lower transit fares and moderate sales tax to help lower-income transit users while maintaining service quality. 2. Support some driving fees to improve transit service without excessive burden on drivers. 3. Balance between travel time improvements and cost impacts. 4. Consider high transit usage rate in community. 5. Avoid highest tax/fee combinations due to limited disposable income. Selected policies that maintain affordable transit while gradually improving service through moderate fees,"[10, 11, 13, 19, 4]",10,11,13,19,4
Portage Park,"Middle-income neighborhood with median household income around $65,000. Many working families with moderate disposable income. About 10% poverty rate indicates some economic constraints",Moderate discretionary spending capacity. Residents are price-sensitive but can afford some additional transportation costs. Many households have significant retail spending in local commercial districts,Mixed transit access - served by Blue Line and multiple bus routes but not as extensive as downtown areas. High car ownership rates (80%+ households). Many residents commute by car to work. Good road network with access to expressways,"1. Prioritize balanced options that don't overly burden drivers while improving transit
2. Moderate tax rates preferred given middle-income status
3. Lower transit fares beneficial for transit-dependent residents
4. Some driving fees acceptable to fund improvements if balanced with benefits
5. Selected proposals that reduce transit travel times without excessive costs
6. Ranked proposals with 1% tax higher as they balance revenue needs and affordability
7. Preferred proposals that reduce both car and transit travel times","[13, 10, 4, 14, 22]",13,10,4,14,22
Irving Park,"Irving Park has a median household income of approximately $71,000, placing it in the middle-upper range for Chicago. About 10% of residents live below poverty level, indicating most residents have moderate disposable income",Residents have moderate discretionary spending capacity. The community has a mix of working and middle-class households with varied consumption patterns. Higher sales taxes would have a moderate impact on household budgets,"The area has good transit access with Blue Line, Metra, and multiple bus routes. Car ownership is high at about 80% of households. The community is well-connected for both transit and driving, with many residents using both modes",1. Prioritize balanced policies that don't overly burden either drivers or transit users given mixed-mode usage. 2. Moderate tax rates preferred due to middle-income demographics. 3. Lower transit fares beneficial for working-class residents while maintaining service quality. 4. Some driving fees acceptable to improve transit without excessive impact. 5. Selected policies that reduce travel times while keeping costs reasonable for both modes,"[13, 10, 4, 19, 22]",13,10,4,19,22
Dunning,"Dunning is a middle-class community with median household income around $65,000-70,000. Most residents are working professionals and families with moderate disposable income. The area has relatively high car ownership rates.","Residents have moderate discretionary spending capacity but are price-sensitive to additional taxes and fees. Many households own cars and regularly make purchases in nearby commercial areas, making them sensitive to both sales tax changes and transportation costs.","Dunning is a more car-dependent community on Chicago's northwest side. Transit access is limited mainly to bus services, with longer travel times to downtown and other areas. Most residents rely on personal vehicles for commuting and daily activities. The area has good road infrastructure but experiences some congestion during peak hours.","1. Prioritize proposals that maintain reasonable driving costs while improving transit service, given high car dependency
2. Balance moderate sales tax rates to avoid excessive burden on household purchases
3. Support proposals that reduce congestion and driving times
4. Consider modest driver fees to fund transit improvements
5. Prefer lower transit fares to encourage occasional transit use as alternative
Selected proposals balance these factors while maintaining affordability for middle-class residents","[4, 13, 3, 12, 10]",4,13,3,12,10
Montclare,"Montclare has a median household income of around $54,000, which is slightly below Chicago's median. Many residents are working-class families with moderate disposable income. About 12% of residents live below poverty level, making them sensitive to cost increases","Given the moderate income levels, residents have limited discretionary spending. Most household budgets are allocated to essential needs. Higher taxes or transportation costs would significantly impact household budgets","Montclare is a somewhat car-dependent neighborhood on Chicago's northwest side. While served by CTA buses, it lacks direct rail access. About 75% of residents drive to work, while 20% use public transit. The community has above-average car ownership rates","1. Given high car dependency but moderate incomes, prefer policies with lower driving fees and moderate taxes to avoid overburdening drivers. 2. Transit improvements should be balanced against cost impact on working families. 3. Policy 3 ranks first as it maintains low tax with no driving fee while keeping transit affordable. 4. Policy 9 second as it improves transit with moderate tax increase. 5. Policy 0 third as it reduces transit costs. 6. Policy 12 fourth as current policy. 7. Policy 4 fifth as balanced approach with minimal impact on household budgets","[3, 9, 0, 12, 4]",3,9,0,12,4
Belmont Cragin,"Belmont Cragin is a working-class community with median household income around $47,000, below Chicago's average. Many residents work in service and manufacturing sectors, indicating limited disposable income","Given the lower-than-average income levels, residents have limited discretionary spending. A significant portion of income goes to essential needs, making them sensitive to additional transportation costs and taxes","The area has moderate transit access with bus services but no L train stations within the community. Car ownership is important for many residents due to work locations. About 75% of households own at least one vehicle, but many still rely on public transit",1. Prioritize lower transit fares ($0.75) due to limited disposable income and significant transit-dependent population. 2. Prefer moderate tax rates (0.5-1.0%) to balance service improvements with tax burden on working families. 3. Support moderate driving fees ($0.50) to improve transit while not overly burdening car-dependent workers. 4. Focus on proposals that reduce transit travel times to improve accessibility for transit users. 5. Consider balance between car and transit improvements given mixed-mode transportation needs of residents,"[1, 10, 4, 19, 13]",1,10,4,19,13
Hermosa,"Hermosa is a working-class community with median household income around $45,000, significantly below Chicago's average. Many residents work in service and manufacturing sectors, with limited disposable income","Given the lower income levels, residents have limited discretionary spending capacity. Higher sales taxes or transportation costs would significantly impact household budgets. Many families need to carefully balance essential expenses",The area has moderate transit access with bus services and is about 2 miles from Blue Line stations. Car ownership is important for many residents who work in dispersed locations. About 75% of households own at least one vehicle but also rely on transit,"1. Prioritize lower transit fares and moderate taxes given limited disposable income. 2. Balance driving costs since many residents need cars for work. 3. Consider proposals that improve transit service without excessive cost burden. 4. Favor options that reduce travel times while keeping total costs manageable. 5. Selected proposals 10, 11, 1, 2, and 19 as they offer good balance of lower transit fares, improved service, and moderate cost increases","[10, 11, 1, 2, 19]",10,11,1,2,19
Avondale,"Avondale has a median household income of around $57,000, which is slightly below Chicago's median. About 15% of residents live below poverty level, suggesting moderate financial constraints for many households","Given the moderate income levels, residents have limited discretionary spending. Higher sales taxes would impact household budgets significantly. Many residents need to balance essential expenses with transportation costs","Avondale has good access to CTA Blue Line and multiple bus routes. About 35% of residents use public transit for commuting, while 55% drive. The area has mixed transit-driving usage patterns, with many residents relying on both modes",1. Prioritize lower sales tax (0.5%) to protect discretionary spending for moderate-income residents. 2. Balance transit fares around $1.25 to maintain service quality while keeping transit affordable. 3. Support moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 4. Focus on proposals that reduce transit travel times to benefit large transit-using population. 5. Consider proposals that maintain reasonable driving times for the majority who drive,"[4, 1, 13, 10, 7]",4,1,13,10,7
